"sbd","toan","ngu_van","ngoai_ngu","vat_li","hoa_hoc","sinh_hoc","lich_su","dia_li","gdcd","ma_ngoai_ngu"
1000242,6.8,9.25,8,NA,NA,NA,8.25,7.25,8.25,"Cantonese"
1000478,6.6,8,7,NA,NA,NA,NA,NA,NA,"Cantonese"
1000544,8.4,9,7.4,NA,NA,NA,9,8.25,8.25,"Cantonese"
1000644,5.4,8.5,8,NA,NA,NA,5.5,6.5,7.25,"Cantonese"
1000646,9,9,8.4,NA,NA,NA,8,8.5,8.75,"Cantonese"
1001168,3.8,7.25,7.2,NA,NA,NA,7.75,7.75,8,"Cantonese"
1001194,7.6,8,6.8,NA,NA,NA,7.5,7,8,"Cantonese"
1001404,7.4,8.5,6.6,NA,NA,NA,6.5,6.75,9.5,"Cantonese"
1001745,8,9.25,8.2,NA,NA,NA,8.25,8.25,8.75,"Cantonese"
1001751,7.6,8.5,5,NA,NA,NA,6.75,7,8.5,"Cantonese"
1001858,7.2,8.75,9.6,NA,NA,NA,7.25,7.75,8.5,"Cantonese"
1001862,8.4,9.25,8,NA,NA,NA,8.25,7.5,8.5,"Cantonese"
1001926,7.6,9,6.6,NA,NA,NA,8.75,8.25,8.75,"Cantonese"
1001930,5.8,8.75,6.8,NA,NA,NA,8.5,8,8.75,"Cantonese"
1002272,7.4,8,8.8,6.5,7.5,7,NA,NA,NA,"Cantonese"
1002418,7.6,8,6.6,NA,NA,NA,4.25,6,7.25,"Cantonese"
1002423,7.6,9.5,8,NA,NA,NA,5,6.25,6.75,"Cantonese"
1002484,7.6,8.5,7.6,NA,NA,NA,6.75,8.25,7.75,"Cantonese"
1002552,7.4,9.25,6.4,NA,NA,NA,6.25,7.75,7.5,"Cantonese"
1002676,6.4,8.25,3.8,NA,NA,NA,6.75,8.25,8,"Cantonese"
1002721,7,9,6.8,NA,NA,NA,8.5,8.5,8.75,"Cantonese"
1002761,7,9.25,7.8,NA,NA,NA,7.5,6.75,8,"Cantonese"
1003000,7,9,6.6,NA,NA,NA,8,5.75,8.5,"Cantonese"
1003171,8.2,8.75,7,NA,NA,NA,6.25,6.75,9.25,"Cantonese"
1003483,8,9.75,9,NA,NA,NA,7.75,9,9.5,"Cantonese"
1003690,6,8.75,6.6,NA,NA,NA,7.75,7.25,NA,"Cantonese"
1004189,7.4,8.75,8.6,NA,NA,NA,7.25,6.75,8.25,"Cantonese"
1004793,7.4,8.75,7.6,NA,NA,NA,7,5.5,8.5,"Cantonese"
1004913,8.6,8.75,8.6,NA,NA,NA,7.5,8.5,9,"Cantonese"
1004932,8.4,9,9,NA,NA,NA,7.75,8.25,8.25,"Cantonese"
1005472,7.4,8.25,8.4,NA,NA,NA,7.25,7,8.25,"Cantonese"
1005883,8.4,8.5,7.4,NA,NA,NA,5.75,6.75,7,"Cantonese"
1005952,6.6,8.5,4.6,NA,NA,NA,8,7.25,9.25,"Cantonese"
1007277,7.2,8.75,9.4,NA,NA,NA,8.25,6.75,8.5,"Cantonese"
1007519,7.2,9.25,7.6,NA,NA,NA,7.25,6.25,8.25,"Cantonese"
1007520,8.2,8.5,7.8,NA,NA,NA,5.25,6.75,8.75,"Cantonese"
1008132,7.8,8.75,6.6,NA,NA,NA,6.5,7.25,9.75,"Cantonese"
1008446,8.2,9,8.4,NA,NA,NA,8.75,8.25,9.25,"Cantonese"
1008714,7.8,9.25,7.8,NA,NA,NA,7.25,9.25,9,"Cantonese"
1008775,8.4,8.75,8.6,NA,NA,NA,7.5,8.75,9.5,"Cantonese"
1009242,5.6,9,7.8,NA,NA,NA,NA,NA,NA,"Cantonese"
1009446,6,8.5,9.2,NA,NA,NA,6.5,7,NA,"Cantonese"
1009471,8.8,9.75,8.6,6.25,8.25,7.5,NA,NA,NA,"Cantonese"
1010150,6.8,8.5,8,NA,NA,NA,NA,NA,NA,"Cantonese"
1010156,7.8,8.25,6.8,NA,NA,NA,6.25,6,7.5,"Cantonese"
1010245,7.4,8.5,8,NA,NA,NA,5.75,5.75,7.5,"Cantonese"
1010289,8.4,9,8.4,NA,NA,NA,7.5,7.75,8.5,"Cantonese"
1011160,7.6,7.5,5.4,NA,NA,NA,5.75,7,8.75,"Cantonese"
1011217,7,8,6.4,NA,NA,NA,7,7.75,8.75,"Cantonese"
1011687,8.2,9,8.4,NA,NA,NA,7,6.5,8.25,"Cantonese"
1011786,6.8,8,3.4,NA,NA,NA,6.25,4.75,7.75,"Cantonese"
1011787,7,8.75,4,5.5,5.25,5.25,NA,NA,NA,"Cantonese"
1011789,7.8,9.25,9,NA,NA,NA,7.5,7.5,9.5,"Cantonese"
1011804,7.6,8.25,8.8,NA,NA,NA,8.5,8,9.5,"Cantonese"
1011807,6.8,9.25,4.6,NA,NA,NA,7.25,7.25,7.25,"Cantonese"
1011819,8.2,9.25,8.8,NA,NA,NA,7.5,7.5,9.25,"Cantonese"
1012333,8,8.5,6.6,NA,NA,NA,7.5,7.75,8.25,"Cantonese"
1012334,7.4,8.5,8.8,NA,NA,NA,9.25,8.75,9.25,"Cantonese"
1012335,8.6,9,8.6,NA,NA,NA,8.75,8,9,"Cantonese"
1012492,6.8,9,9.6,NA,NA,NA,7.5,8,8.25,"Cantonese"
1012591,8.4,7.75,7.2,NA,NA,NA,6.75,7.5,9.5,"Cantonese"
1012688,6.4,9.25,4.4,NA,NA,NA,5.25,8,8.75,"Cantonese"
1013960,7.6,9,7.6,NA,NA,NA,7.5,6,7.25,"Cantonese"
1015032,8.2,8.5,8.6,8.25,8.25,8.75,NA,NA,NA,"Cantonese"
1015237,4.2,7.5,3.2,NA,NA,NA,6.25,6.25,7,"Cantonese"
1015427,8.6,8.5,8,NA,NA,NA,7,7.5,8.5,"Cantonese"
1015461,8.4,8.5,7.6,NA,NA,NA,8.75,9.5,7.5,"Cantonese"
1015720,8.2,9,8.8,NA,NA,NA,7.5,8.25,9.25,"Cantonese"
1015739,7.6,9,6.6,NA,NA,NA,7.25,6.75,7.5,"Cantonese"
1016629,7.2,8,7,NA,NA,NA,3.75,6,NA,"Cantonese"
1016648,4.8,7.75,3.6,NA,NA,NA,4.5,6.75,NA,"Cantonese"
1016754,7.8,8.25,6,NA,NA,NA,NA,NA,NA,"Cantonese"
1016857,7.6,8.75,8,NA,NA,NA,5.5,6.25,7.75,"Cantonese"
1016919,7.4,6.5,6.6,NA,NA,NA,5.25,5,7.5,"Cantonese"
1018041,6.2,9,10,NA,NA,NA,5.5,5.75,8.25,"Cantonese"
1018109,5,8.25,9.4,NA,NA,NA,5.75,7,7.75,"Cantonese"
1018199,7,8.75,7,NA,NA,NA,8.25,7.5,8.75,"Cantonese"
1019280,8.8,9.25,9.4,NA,NA,NA,8.5,7.75,8.5,"Cantonese"
1019317,4.8,8.75,7.4,NA,NA,NA,7.75,7.25,7.75,"Cantonese"
1019328,8.2,9,8,5.75,5.75,6,NA,NA,NA,"Cantonese"
1019329,5,8.5,7.2,NA,NA,NA,6.75,7,8.5,"Cantonese"
1019354,7,8.5,8.2,NA,NA,NA,6.75,7,8.75,"Cantonese"
1020367,8,8.75,9.4,NA,NA,NA,8.75,8.75,8.75,"Cantonese"
1020524,3.4,8.5,9.8,NA,NA,NA,6,7.25,6.5,"Cantonese"
1020558,8.2,9,8.8,NA,NA,NA,7.5,6.25,8,"Cantonese"
1020786,7.6,9,9.6,NA,NA,NA,8,6.75,8,"Cantonese"
1020787,6.6,8.25,9.2,NA,NA,NA,8,7,6.75,"Cantonese"
1021496,7.4,9.25,8.6,NA,NA,NA,6.25,7.5,8.25,"Cantonese"
1021504,7.6,9,9.6,NA,NA,NA,6.25,7,9.25,"Cantonese"
1021527,8.2,8.75,9,NA,NA,NA,7.5,8.25,9,"Cantonese"
1021533,7,9,8.8,NA,NA,NA,8,8,9.5,"Cantonese"
1021558,6,8.25,8.8,NA,NA,NA,7.5,6.75,8.5,"Cantonese"
1021639,7,7.5,8.2,NA,NA,NA,9,6.5,9.25,"Cantonese"
1021642,8,9,9.6,NA,NA,NA,7.5,6,5.5,"Cantonese"
1021664,9,9,9.6,NA,NA,NA,7.5,8,9,"Cantonese"
1022311,8.6,9.5,9.2,NA,NA,NA,8.25,8.75,8.75,"Cantonese"
1022467,5.8,9,6.4,NA,NA,NA,6,6.25,7,"Cantonese"
1022477,7,8.75,6.8,NA,NA,NA,9,7.25,8.5,"Cantonese"
1022478,7.2,9,8.8,NA,NA,NA,8.25,8.25,8.75,"Cantonese"
1022516,8.8,8.75,7.6,NA,NA,NA,7,5.75,7,"Cantonese"
1022528,7.6,8.75,8.6,NA,NA,NA,7,7.75,7.75,"Cantonese"
1022543,7.6,8.25,9.4,NA,NA,NA,9.5,8.75,9.25,"Cantonese"
1022545,6.8,8.75,9.4,NA,NA,NA,7.25,7.75,8.5,"Cantonese"
1022547,7.8,8.75,7.6,NA,NA,NA,5.5,6,7.25,"Cantonese"
1023131,6.2,9.25,7.6,NA,NA,NA,10,9,10,"Cantonese"
1023141,5.4,8.5,8,NA,NA,NA,4.25,4.5,7.75,"Cantonese"
1023152,6.8,8,7.8,NA,NA,NA,8.5,7.5,8,"Cantonese"
1023165,7.6,9.25,8.2,NA,NA,NA,7.25,7,8.5,"Cantonese"
1023169,7.6,8.75,9.4,NA,NA,NA,6.5,7.5,8.5,"Cantonese"
1023171,8,8.75,8.2,NA,NA,NA,7.75,8.25,8.75,"Cantonese"
1023188,7.2,8,10,NA,NA,NA,8.75,9.5,8.5,"Cantonese"
1023199,6.2,9,7.8,NA,NA,NA,6.75,7.75,9.5,"Cantonese"
1023214,7.2,8.25,8,5,7,6.5,NA,NA,NA,"Cantonese"
1023218,6.8,9,8.4,NA,NA,NA,6.5,7.25,6.75,"Cantonese"
1023228,7.4,8.25,8.4,NA,NA,NA,7.75,7.75,7.25,"Cantonese"
1023262,8,7.25,8.2,4,5.75,7,NA,NA,NA,"Cantonese"
1023368,6.8,8,9,NA,NA,NA,8,8,8.75,"Cantonese"
1023673,8,9.25,7.8,NA,NA,NA,8.75,8,9.25,"Cantonese"
1023826,7.2,8,6,NA,NA,NA,6,5.25,6.75,"Cantonese"
1024065,4.4,8.5,7.6,NA,NA,NA,4.75,6.75,NA,"Cantonese"
1024089,5.4,7.25,3.6,NA,NA,NA,5.25,6,NA,"Cantonese"
1024761,6.6,8,4.4,NA,NA,NA,3.25,7,6,"Cantonese"
1024814,7.4,8.5,4.8,NA,NA,NA,7.75,8,8.25,"Cantonese"
1025435,8,9,6.6,NA,NA,NA,5.5,8,8,"Cantonese"
1025476,7,7.5,5,NA,NA,NA,7.5,7.5,8.75,"Cantonese"
1025524,7.6,8.5,7.6,5.5,4.25,6.75,NA,NA,NA,"Cantonese"
1025881,8.2,8,4.4,NA,NA,NA,5.5,6.5,NA,"Cantonese"
1025889,6.2,8.25,6.4,NA,NA,NA,6.75,7.25,8,"Cantonese"
1025940,4,8.25,5,NA,NA,NA,6.5,7.25,7,"Cantonese"
1026987,7.4,9,9.2,NA,NA,NA,7.75,7.25,8.25,"Cantonese"
1027031,8.2,9,6.2,NA,NA,NA,6.75,7,7.25,"Cantonese"
1027055,5.2,9.25,5.6,NA,NA,NA,9.75,9.75,9.75,"Cantonese"
1027086,8,9,7,NA,NA,NA,6.75,6,9,"Cantonese"
1027126,9,9.5,8.8,NA,NA,NA,8.5,8.25,8.75,"Cantonese"
1027288,7.8,8.75,9.4,NA,NA,NA,7.75,8.75,9,"Cantonese"
1027299,6.6,8.25,4.4,NA,NA,NA,7.75,6.5,6,"Cantonese"
1027745,9,8,7.2,NA,NA,NA,4.75,7,8.75,"Cantonese"
1027922,7.4,8.5,3.8,NA,NA,NA,6.25,6.75,8.25,"Cantonese"
1028112,4.6,8.5,6,NA,NA,NA,6.5,7,8.5,"Cantonese"
1028162,8.6,8,8.2,6,7.75,7.5,NA,NA,NA,"Cantonese"
1028187,8.2,8,8,NA,NA,NA,8.75,7.25,8.5,"Cantonese"
1028288,6,8.5,9.4,NA,NA,NA,6.25,7.25,8,"Cantonese"
1028420,7.4,9.5,7.2,NA,NA,NA,6.25,7.25,7.75,"Cantonese"
1028928,7,9,7,NA,NA,NA,NA,NA,NA,"Cantonese"
1029079,7.6,8.5,6.4,NA,NA,NA,7.5,8.25,9.5,"Cantonese"
1029114,6.8,8.25,7.2,NA,NA,NA,6.25,6.5,9,"Cantonese"
1029667,7.4,8.5,7.8,5.75,5.75,5,NA,NA,NA,"Cantonese"
1029992,7.6,8.75,8.2,6,6.75,5.5,NA,NA,NA,"Cantonese"
1029993,7.2,8.25,7.4,NA,NA,NA,7.25,7.5,8.75,"Cantonese"
1030428,7.2,9,7.2,NA,NA,NA,6.5,7,8.75,"Cantonese"
1030439,6.8,7.75,7.4,NA,NA,NA,7,6.75,6.75,"Cantonese"
1030664,7.8,8.5,8.2,NA,NA,NA,7.25,6,6.75,"Cantonese"
1030737,6.4,8.25,7.8,NA,NA,NA,5.75,6,8.5,"Cantonese"
1030858,8.2,9,8.6,NA,NA,NA,8.25,8.25,9.25,"Cantonese"
1030878,8,9,8.2,NA,NA,NA,6,7.25,8.25,"Cantonese"
1031080,8,8.75,6.8,NA,NA,NA,7,6.5,8.5,"Cantonese"
1031245,8,9.25,9.6,NA,NA,NA,7,6.5,8.25,"Cantonese"
1031287,7.2,9.25,8,NA,NA,NA,7,6.75,9.25,"Cantonese"
1031345,8.6,9,8,NA,NA,NA,6.25,7.5,8.5,"Cantonese"
1031463,5.8,8.25,7.6,NA,NA,NA,NA,NA,NA,"Cantonese"
1031516,6.8,7,4.6,NA,NA,NA,8.75,8,8.5,"Cantonese"
1031567,8.2,8.5,6.8,NA,NA,NA,NA,NA,NA,"Cantonese"
1031852,8,8,7.6,NA,NA,NA,5.25,6,6.5,"Cantonese"
1032161,8.4,9.5,7.4,NA,NA,NA,8,7.75,9.25,"Cantonese"
1032311,8.4,9,8,NA,NA,NA,6.5,6.25,7.75,"Cantonese"
1032548,5.8,8.25,6.8,NA,NA,NA,6.25,5.75,8.25,"Cantonese"
1032660,9,8.5,9.4,NA,NA,NA,5.75,7,7,"Cantonese"
1032671,8.2,8.25,7.8,8.75,9,6,NA,NA,NA,"Cantonese"
1033265,7.8,9.25,8.4,NA,NA,NA,9.25,9,9.75,"Cantonese"
1033273,7.6,8.5,5.6,NA,NA,NA,8.25,6.5,8.25,"Cantonese"
1034007,8.6,9.25,9.4,NA,NA,NA,8.25,8.25,9.25,"Cantonese"
1034008,8,9.25,9.4,NA,NA,NA,8.5,8.75,9,"Cantonese"
1034021,6.8,8.5,6.6,NA,NA,NA,6.75,7,8.5,"Cantonese"
1034343,6.2,8.5,8,NA,NA,NA,5.75,5.75,7.75,"Cantonese"
1034384,8.4,8.75,7.4,NA,NA,NA,7,7.75,8,"Cantonese"
1034388,7,8.5,8.2,NA,NA,NA,6.75,8.25,8,"Cantonese"
1034389,7.4,9,6.6,NA,NA,NA,7.5,7.5,9.25,"Cantonese"
1034411,8,8.75,9.2,7.75,8.75,6.5,NA,NA,NA,"Cantonese"
1034416,8.2,8.5,9.6,NA,NA,NA,9,8.75,8.75,"Cantonese"
1035287,7.6,9.25,8.8,NA,NA,NA,NA,NA,NA,"Cantonese"
1035404,8.8,7,7.4,NA,NA,NA,NA,NA,NA,"Cantonese"
1035430,8.8,8.75,9.4,8,7.5,6.5,NA,NA,NA,"Cantonese"
1035566,8.2,9,9.2,NA,NA,NA,7.5,8.5,8.5,"Cantonese"
1035721,7,9,9.4,NA,NA,NA,6.25,7.25,8.75,"Cantonese"
1035757,7,6.75,6.6,NA,NA,NA,7.25,9.25,8.25,"Cantonese"
1035774,8.2,9,8.2,NA,NA,NA,8.25,8,9,"Cantonese"
1035832,7.4,9.25,8.2,NA,NA,NA,7.75,7.75,9.25,"Cantonese"
1035855,9.2,8.25,9.4,NA,NA,NA,9,8.5,8.75,"Cantonese"
1035873,7.8,9.25,8.6,NA,NA,NA,8,8.5,9.25,"Cantonese"
1036015,8.2,8.5,9.4,NA,NA,NA,7,8.25,8.5,"Cantonese"
1036753,7,7.25,7.6,NA,NA,NA,6.5,7.75,8.75,"Cantonese"
1037079,7.8,8.25,8,NA,NA,NA,7,7.5,9.75,"Cantonese"
1037115,5.8,8.5,9.8,NA,NA,NA,7.25,8.25,8,"Cantonese"
1037903,7,9.25,8,NA,NA,NA,8.5,8,7.75,"Cantonese"
1037929,8.2,9.25,9.2,NA,NA,NA,7,8.25,8.5,"Cantonese"
1038361,6.4,9.5,9,NA,NA,NA,6.25,7.75,8,"Cantonese"
1038635,8.6,9.25,8.6,NA,NA,NA,7,7,7.25,"Cantonese"
1038636,6.4,7.25,5.8,4.5,5.25,5.25,NA,NA,NA,"Cantonese"
1038653,7.4,8.75,8,NA,NA,NA,5.75,7,8,"Cantonese"
1038657,8.2,8.25,7.8,NA,NA,NA,7.5,7.25,7.75,"Cantonese"
1038673,7.6,7.75,8.2,NA,NA,NA,8,7.25,8.5,"Cantonese"
1038827,7.6,9.5,7.8,NA,NA,NA,6.25,8,8.25,"Cantonese"
1039248,7.2,7.25,8.6,NA,NA,NA,NA,NA,NA,"Cantonese"
1039880,7.4,8.75,5.4,NA,NA,NA,7,6.75,9,"Cantonese"
1039883,7.6,9,8.2,NA,NA,NA,5.25,7.5,7.75,"Cantonese"
1039997,8.6,9.25,8.6,NA,NA,NA,NA,NA,NA,"Cantonese"
1040430,8,8,6.8,NA,NA,NA,8.25,6.75,8.5,"Cantonese"
1040480,7,8,7.6,NA,NA,NA,8.5,8.25,9,"Cantonese"
1040684,7,8.5,8.6,NA,NA,NA,6.5,5.5,8.5,"Cantonese"
1040785,7.4,9,7.6,NA,NA,NA,7.25,8.5,8.75,"Cantonese"
1040866,6.2,8.75,8.2,NA,NA,NA,4.5,7.75,7,"Cantonese"
1040915,6.8,8.5,8.4,NA,NA,NA,7,6.25,8.25,"Cantonese"
1041399,8.4,9.5,8.2,NA,NA,NA,7.25,8.5,9,"Cantonese"
1041404,7.2,9.25,5.2,NA,NA,NA,7.25,6.5,8,"Cantonese"
1041464,8,9.5,4.8,NA,NA,NA,7.5,7.25,7.5,"Cantonese"
1041538,6,8,6.8,NA,NA,NA,7,7.75,7.25,"Cantonese"
1041542,8.8,9.25,6.2,NA,NA,NA,7.5,9.25,9,"Cantonese"
1041593,7.8,9.25,7.6,NA,NA,NA,7.5,7.75,7.75,"Cantonese"
1041790,8.6,8.25,8.4,NA,NA,NA,8.75,9,10,"Cantonese"
1041825,7,8.5,7.8,NA,NA,NA,4.75,7.25,7,"Cantonese"
1041894,7.2,9,6.2,NA,NA,NA,8,7.75,8.75,"Cantonese"
1041910,9,9,6.2,NA,NA,NA,7.25,7,9.25,"Cantonese"
1041940,7.6,9.25,8,NA,NA,NA,NA,NA,NA,"Cantonese"
1042242,6,8,6.2,NA,NA,NA,NA,NA,NA,"Cantonese"
1042260,8.4,8.5,7.6,7.25,6.25,6,NA,NA,NA,"Cantonese"
1042904,8.4,9.25,9,NA,NA,NA,8,9.25,9.5,"Cantonese"
1042924,6.6,9,8.6,NA,NA,NA,5.5,6.5,7.5,"Cantonese"
1042932,7.6,8.5,2.4,NA,NA,NA,6.25,8.75,8,"Cantonese"
1043754,8.4,8.25,7.8,6.5,4.75,5,NA,NA,NA,"Cantonese"
1043756,7.4,8.5,8.2,NA,NA,NA,8.5,9.5,9,"Cantonese"
1043765,7.6,8.75,7,NA,NA,NA,6.75,7.75,9.25,"Cantonese"
1043789,6.8,8.25,5.8,NA,NA,NA,7.25,7.75,8.25,"Cantonese"
1043998,8,9,8.2,NA,NA,NA,8.25,9.25,9.25,"Cantonese"
1044053,7.6,8,4.6,8.25,4.25,6.75,NA,NA,NA,"Cantonese"
1044056,8.8,8,6.6,7.5,9.75,6.75,NA,NA,NA,"Cantonese"
1044382,7.4,7.75,7.4,NA,NA,NA,4.5,6.25,6,"Cantonese"
1044666,7.8,6.25,7.6,NA,NA,NA,7,9.25,8,"Cantonese"
1044677,7.6,7.25,5,NA,NA,NA,8,8.5,9.25,"Cantonese"
1044680,7.6,7.75,8.2,NA,NA,NA,5.25,7.75,8.75,"Cantonese"
1044695,6.2,8.75,4,NA,NA,NA,6.25,5.5,8.75,"Cantonese"
1044728,7.4,8.5,7,NA,NA,NA,5.75,6.75,7,"Cantonese"
1044732,7,8.75,8,NA,NA,NA,7.75,8,9.25,"Cantonese"
1044737,7.6,8.75,7,NA,NA,NA,8.25,8,9.5,"Cantonese"
1044739,7.4,8.5,6,NA,NA,NA,8,8.25,9.75,"Cantonese"
1044740,6.8,9.25,7.8,NA,NA,NA,5.75,6.25,7.5,"Cantonese"
1044863,8,9.25,7,NA,NA,NA,7.75,7.75,9,"Cantonese"
1045410,8,8.75,5.4,7.5,8.75,7.25,NA,NA,NA,"Cantonese"
1045414,8.2,9.25,8,NA,NA,NA,7,8,9.25,"Cantonese"
1045428,7,8.5,8.2,NA,NA,NA,7,8.25,9.25,"Cantonese"
1045431,6.4,8.25,8.4,NA,NA,NA,5.25,5.75,8.25,"Cantonese"
1045811,6.8,8.5,7.2,NA,NA,NA,4.25,7,NA,"Cantonese"
1046233,8.2,9.5,9,NA,NA,NA,7.5,8.75,8.75,"Cantonese"
1046327,6.4,9,8.4,NA,NA,NA,7.25,8.25,8.75,"Cantonese"
1047250,5.8,7.5,6.2,NA,NA,NA,5.5,8.5,NA,"Cantonese"
1047258,7.6,8.5,6.2,NA,NA,NA,NA,NA,NA,"Cantonese"
1047267,4.6,7,6.6,NA,NA,NA,8.5,8.25,NA,"Cantonese"
1047268,7.4,8.25,6.4,NA,NA,NA,NA,NA,NA,"Cantonese"
1047428,7.4,8.75,7,NA,NA,NA,7.5,8.25,9,"Cantonese"
1047434,8,9,8.6,NA,NA,NA,6.75,7.25,8.25,"Cantonese"
1047872,6.6,8.75,5.8,NA,NA,NA,6.75,6.75,6.75,"Cantonese"
1047980,7.6,8.75,8.2,NA,NA,NA,6.75,7.25,9,"Cantonese"
1048014,7,8.25,5.6,NA,NA,NA,5.75,6.75,8,"Cantonese"
1048050,6.8,8.75,6.2,NA,NA,NA,7.75,8.75,6.75,"Cantonese"
1048064,7.6,9.25,7.4,NA,NA,NA,8.25,8.5,9.25,"Cantonese"
1048145,8.2,8.75,7.6,NA,NA,NA,7.5,6.25,7.75,"Cantonese"
1048841,6.8,8.5,9.4,NA,NA,NA,NA,NA,NA,"Cantonese"
1049353,7.2,9.25,9.8,NA,NA,NA,8.25,7.25,8.75,"Cantonese"
1049366,6.2,9,9.2,NA,NA,NA,7.5,6.75,8,"Cantonese"
1049369,6.8,8.5,5,NA,NA,NA,9.5,9,9.25,"Cantonese"
1049370,7.6,9.25,7.4,NA,NA,NA,7.25,7.25,8.5,"Cantonese"
1050429,8.4,9.25,8,NA,NA,NA,6.25,6.75,8,"Cantonese"
1050435,6.6,8.5,7,NA,NA,NA,6,7.25,9.5,"Cantonese"
1050436,6.4,8.75,7.2,NA,NA,NA,5.25,7.5,8,"Cantonese"
1050780,7.4,9,8.8,NA,NA,NA,7.75,6.75,8.75,"Cantonese"
1050816,8,9.25,8.6,NA,NA,NA,7,8.25,9,"Cantonese"
1050991,8,9,7.2,NA,NA,NA,7,7,7.75,"Cantonese"
1051011,8,9.5,9.2,NA,NA,NA,8,7.5,8.5,"Cantonese"
1051063,8.2,9.5,7.8,NA,NA,NA,8.5,9,9.25,"Cantonese"
1051150,7,8.25,9,NA,NA,NA,7.75,6.5,8.5,"Cantonese"
1051776,4.2,8.25,3.2,NA,NA,NA,6,5.75,NA,"Cantonese"
1051866,8.4,9.5,9.2,NA,NA,NA,NA,NA,NA,"Cantonese"
1051952,5.4,8,7.4,NA,NA,NA,7,7.75,6.75,"Cantonese"
1052946,6.4,9,5.8,NA,NA,NA,8.75,8.5,8.75,"Cantonese"
1053735,7,9,8,NA,NA,NA,6,6.25,7.25,"Cantonese"
1053746,7.6,8.75,8.6,NA,NA,NA,7.25,9.25,8.25,"Cantonese"
1054103,7.4,7.75,8,NA,NA,NA,5,7.25,6.5,"Cantonese"
1054104,4.6,8.25,7.2,NA,NA,NA,7.25,7.25,8.5,"Cantonese"
1054123,8,9.25,8.6,NA,NA,NA,7.75,8,8.5,"Cantonese"
1055070,6.2,6.75,5.6,NA,NA,NA,5.5,7.5,8,"Cantonese"
1056147,8.2,8.75,7.8,NA,NA,NA,6.75,8.25,8.25,"Cantonese"
1056688,7.4,8.75,6,NA,NA,NA,NA,NA,NA,"Cantonese"
1056806,5.4,7.75,6.4,NA,NA,NA,8,7.5,NA,"Cantonese"
1056884,8.4,7.5,8,NA,NA,NA,7,9,9.75,"Cantonese"
1056888,8.4,9,9,NA,NA,NA,7.75,7.5,9.25,"Cantonese"
1056911,7.6,9,8.8,NA,NA,NA,7.75,7.5,8.25,"Cantonese"
1056949,5.6,8.75,5.2,NA,NA,NA,6.75,7.5,9.5,"Cantonese"
1057657,7.6,9,7.4,NA,NA,NA,6.75,6,7.5,"Cantonese"
1057667,7.6,9.5,8.6,NA,NA,NA,6.75,6.75,8.25,"Cantonese"
1057708,5.4,9.25,8.2,NA,NA,NA,7,7,8.25,"Cantonese"
1057830,8.2,9,8.2,NA,NA,NA,7.75,8,9,"Cantonese"
1058162,6.2,7.75,6.2,NA,NA,NA,NA,NA,NA,"Cantonese"
1058331,5.8,7.75,5.8,NA,NA,NA,7.75,8.25,NA,"Cantonese"
1058381,7.8,9.25,8.2,NA,NA,NA,8.75,7,8.25,"Cantonese"
1058388,7.2,8.75,7.8,NA,NA,NA,6.75,7,8,"Cantonese"
1058394,8.4,8,7,NA,NA,NA,6.25,7,7.5,"Cantonese"
1058440,7,9,3,2,4,5,NA,NA,NA,"Cantonese"
1058457,7.4,8.5,8.2,NA,NA,NA,5.5,6.75,7,"Cantonese"
1058459,7.4,9.25,7.4,NA,NA,NA,8,8,8.75,"Cantonese"
1058480,6.2,9.25,5.4,NA,NA,NA,9.25,8.75,9,"Cantonese"
1058538,7.2,9.5,7.2,4.75,4.5,6.25,NA,NA,NA,"Cantonese"
1059533,7.6,9.5,7.8,NA,NA,NA,6.75,7.25,7.5,"Cantonese"
1059832,5.8,7.25,4.2,NA,NA,NA,7,6.75,7.75,"Cantonese"
1059834,8.2,9.25,7.6,NA,NA,NA,4.5,6.75,8,"Cantonese"
1059836,8.4,9.25,7.6,NA,NA,NA,6.25,6.75,9,"Cantonese"
1059845,8,8.5,7.6,NA,NA,NA,6.75,5.5,8.5,"Cantonese"
1059907,8.4,9,7,NA,NA,NA,5,7.5,8.25,"Cantonese"
1059909,8.2,8.75,8.8,7.25,8,5.75,NA,NA,NA,"Cantonese"
1060101,7,8.5,8.2,NA,NA,NA,6.5,6.75,8.25,"Cantonese"
1060183,8,7.58,8.8,NA,NA,NA,7.5,8,8.5,"Cantonese"
1061015,7.4,9,7.8,NA,NA,NA,7.25,7,8.75,"Cantonese"
1061028,8.6,9.25,8.4,NA,NA,NA,7.75,6.25,7.75,"Cantonese"
1061030,6.4,9,8.2,NA,NA,NA,5.25,6.5,7.5,"Cantonese"
1061173,6.8,8.5,9,NA,NA,NA,6.75,7,8,"Cantonese"
1061175,5.6,9.25,7.4,NA,NA,NA,6.5,7,8.25,"Cantonese"
1061188,8.2,7.75,5.8,NA,NA,NA,5.75,6.25,7.75,"Cantonese"
1061236,8.2,9,7,NA,NA,NA,7.25,7.75,8,"Cantonese"
1061241,8.6,9.5,8.2,NA,NA,NA,5,8,8.75,"Cantonese"
1061254,8,8.5,8.4,NA,NA,NA,6.5,8.5,8.75,"Cantonese"
1061727,6.2,8.5,7.6,NA,NA,NA,5.75,7,8.25,"Cantonese"
1061736,7.6,9.25,7.2,NA,NA,NA,8.75,7.75,8.75,"Cantonese"
