"sbd","toan","ngu_van","ngoai_ngu","vat_li","hoa_hoc","sinh_hoc","lich_su","dia_li","gdcd","ma_ngoai_ngu"
4009072,7,6.5,4.2,NA,NA,NA,6.75,5.5,7.5,"French"
4009075,6.2,5.5,7,NA,NA,NA,6.5,6.5,6.75,"French"
4009090,7.4,4,3.4,7,6.75,3.5,NA,NA,NA,"French"
4009184,8.6,6,7.8,9.5,8.75,6,NA,NA,NA,"French"
4009279,6.2,9,5.2,NA,NA,NA,9.25,9.25,9.5,"French"
4009375,5.8,5.25,4.4,NA,NA,NA,6,5.5,7.75,"French"
4009455,6.8,4.25,4.6,4.75,6.75,3.75,NA,NA,NA,"French"
4009467,5.6,7,4.8,NA,NA,NA,6.25,6.25,7.25,"French"
4009658,4.6,7.5,5.8,NA,NA,NA,10,9.5,7.75,"French"
4009676,6,6,5,NA,NA,NA,7,8.75,8.5,"French"
4013031,7.6,7.25,5,NA,NA,NA,5.75,7,8.5,"French"
4013362,7.2,7.25,6.6,8.5,8.5,5,NA,NA,NA,"French"
8003548,7,8.75,6,NA,NA,NA,NA,NA,NA,"French"
12002464,7.4,8.75,9.2,NA,NA,NA,7.25,5.75,8,"French"
12002531,8,8.5,9.6,NA,NA,NA,8.25,8,8.25,"French"
12002673,8.4,8.75,9.4,NA,NA,NA,5.75,7.25,7.75,"French"
12002691,7.4,8.75,10,NA,NA,NA,6.5,7.5,8,"French"
12002785,8.4,8.75,9.8,NA,NA,NA,8.25,8.75,9,"French"
12002919,8,8.75,9.2,NA,NA,NA,9,7.75,9.25,"French"
12003002,8.2,8.5,9,NA,NA,NA,6.25,7.75,9.5,"French"
12003131,8,8.75,9.8,NA,NA,NA,7.25,6.75,8.75,"French"
12003221,7.8,8.75,10,NA,NA,NA,7.5,5.75,7,"French"
15000062,7.6,9,9.6,NA,NA,NA,8.25,8.75,9.25,"French"
15000113,8.2,9.25,10,NA,NA,NA,8.75,7.75,8,"French"
15000208,8.2,7.5,9.8,NA,NA,NA,7.5,7.25,8,"French"
15000246,8.6,8.5,10,NA,NA,NA,7.75,8.5,9,"French"
15000266,7,9.25,9.8,NA,NA,NA,8,7.75,8.25,"French"
15000282,7.6,8.75,9.8,NA,NA,NA,7.75,7.75,8.75,"French"
16000284,6.2,9,9.6,NA,NA,NA,8.5,9,9.75,"French"
16000301,8.4,9,10,NA,NA,NA,9.5,8.75,9.75,"French"
16000322,7.8,8.75,10,NA,NA,NA,8.75,9,10,"French"
16000355,8,9.25,10,NA,NA,NA,9.5,9.25,9.5,"French"
16000360,8.2,9,9.8,NA,NA,NA,9.5,9,10,"French"
16000462,8.4,9,10,NA,NA,NA,8.25,9.25,9.5,"French"
16000490,8.4,9.5,9.8,NA,NA,NA,8,9,9.75,"French"
16000492,9.2,9.25,9.4,NA,NA,NA,9.5,8.25,9,"French"
16000501,7.4,8.75,9.4,NA,NA,NA,8,9,9.5,"French"
17007228,8.8,7.75,7.2,5.5,8.5,8.75,NA,NA,NA,"French"
17007238,6,8.5,7.6,NA,NA,NA,6,6.25,7.75,"French"
17007262,6.6,7.75,8.8,NA,NA,NA,8,8.25,9.25,"French"
17007268,7.8,8.5,7.6,NA,NA,NA,8.25,7.25,8,"French"
17007308,6,8.25,7.2,NA,NA,NA,7.5,5.75,8.25,"French"
17007327,8.4,8.25,6,7.75,7.5,7.5,NA,NA,NA,"French"
17007329,7.2,9.25,9.6,NA,NA,NA,8,6,9,"French"
17007372,8.2,8.25,9.8,NA,NA,NA,9,8.25,8.5,"French"
17007374,7.8,9,5.2,NA,NA,NA,7.5,7,8.5,"French"
17007378,8,9,9.8,NA,NA,NA,7.5,8.5,8.5,"French"
17007388,8.4,9,8.4,NA,NA,NA,6.75,8,7.5,"French"
17007463,7.4,8,9.8,NA,NA,NA,8.25,8.75,8.25,"French"
17007466,6.2,7.75,7.4,NA,NA,NA,6.5,6.5,7.5,"French"
17007468,6.2,8,5.8,NA,NA,NA,4.75,6.25,5.75,"French"
17007497,6.2,9.25,6.4,NA,NA,NA,8.5,8.75,6.75,"French"
17007511,7.6,9,7.2,NA,NA,NA,9.75,8.75,9.25,"French"
17007566,8,8.5,5.8,7.5,7.5,7.75,NA,NA,NA,"French"
17007588,5.2,7.75,6.2,NA,NA,NA,8.5,7.25,9.5,"French"
17007621,7.2,7,5.4,4.75,5.25,5.25,NA,NA,NA,"French"
17007745,6,7.75,6.2,NA,NA,NA,5.75,5.75,8.5,"French"
17007759,6.4,7.75,4.2,NA,NA,NA,8,7.75,9.25,"French"
17007784,7.2,8,8.2,NA,NA,NA,6.75,6.75,7.75,"French"
17007802,5.8,8,5.2,NA,NA,NA,5.25,7,6.75,"French"
17007814,8,7.5,6.4,6.75,6.5,5.5,NA,NA,NA,"French"
17007840,5.4,8.25,7.2,NA,NA,NA,6.75,7.5,9.5,"French"
17007848,8,8.75,10,NA,NA,NA,6.5,6.25,8.25,"French"
17007871,7.8,8.5,9.6,NA,NA,NA,7.5,8,8.75,"French"
17007890,6,8.25,7.4,NA,NA,NA,6.75,6.75,7.5,"French"
17007903,6.4,9.25,6.4,NA,NA,NA,8,8.25,6.75,"French"
17007917,8.6,4.75,4.2,6,8.5,6.25,NA,NA,NA,"French"
17007965,4,8.25,5.8,NA,NA,NA,9,8,8.25,"French"
17007989,8.8,6.25,6.6,7,8.25,6.25,NA,NA,NA,"French"
17007991,8.4,9.5,5.8,NA,NA,NA,7.75,6.75,8.5,"French"
17007996,7.6,8.5,9.6,8.5,8,5.75,NA,NA,NA,"French"
17008012,5.2,8.25,4.8,NA,NA,NA,7.5,7.75,8.5,"French"
17008024,8.6,8.75,8.8,NA,NA,NA,7,8,8.5,"French"
17008029,4.4,8.75,5.8,NA,NA,NA,5.5,5.75,8.5,"French"
17008032,5,7,8.6,NA,NA,NA,5.5,8.5,8.5,"French"
17008043,7.4,9.5,9.4,NA,NA,NA,6.25,7,8.25,"French"
17008052,5.2,8,5.4,4,7.75,6.75,NA,NA,NA,"French"
17008072,7.2,8.75,8.8,NA,NA,NA,7.5,7.25,8.75,"French"
17008082,7.2,8.25,5.6,NA,NA,NA,8,7.75,8.5,"French"
17008131,6.2,8.5,9.2,NA,NA,NA,7.5,6.25,8.5,"French"
17008148,7,9,9.8,NA,NA,NA,7,7.25,8.25,"French"
17008154,7.8,7.75,9.6,7.25,7.25,8,NA,NA,NA,"French"
18018709,5.6,8.5,9.6,NA,NA,NA,6.5,6.5,9,"French"
18018745,5.2,8,9.4,NA,NA,NA,8,8.5,9.5,"French"
18018768,7.8,9,9.8,NA,NA,NA,8,7.75,9,"French"
18018807,6.8,7.5,8.2,NA,NA,NA,6.5,8.25,9.25,"French"
18018853,7.6,8.5,9.2,NA,NA,NA,8.75,9.25,9.75,"French"
18018894,6.4,9.25,9.4,NA,NA,NA,8,9.25,9.25,"French"
18018951,8.6,8,9.2,NA,NA,NA,8.5,8.75,8.75,"French"
18018958,8,8,5.8,NA,NA,NA,7.5,7.25,9,"French"
18018970,7.6,7.5,8.8,NA,NA,NA,8.25,9.25,10,"French"
18018989,8,7.25,9.8,NA,NA,NA,7,9.5,9,"French"
18018994,7.4,8.25,10,NA,NA,NA,6.75,8,9.5,"French"
18019045,8,9,9.6,NA,NA,NA,6.5,8.5,9.75,"French"
18019080,8.8,8.5,9,NA,NA,NA,6.5,7.25,8.5,"French"
18019097,8.4,8.25,8.4,NA,NA,NA,7.25,9,10,"French"
18019141,7.8,8.75,8.2,NA,NA,NA,9,9,9.75,"French"
18019179,7.2,8.5,8,NA,NA,NA,6.5,7.5,9.25,"French"
18019279,8.4,8.75,7.4,NA,NA,NA,4.25,6.75,8.25,"French"
18019346,7,8.5,6.4,NA,NA,NA,7.75,7.5,8.5,"French"
21013154,7.4,9.25,9.8,NA,NA,NA,8.5,7.75,9.5,"French"
21013157,8.4,8.5,9.6,NA,NA,NA,6.25,7.75,8,"French"
21013261,7,8,9.8,NA,NA,NA,8,8.5,9,"French"
21013336,7,8.75,9,NA,NA,NA,8.25,8.5,9.25,"French"
21013662,7.6,8.75,9.8,NA,NA,NA,8.25,8.75,9.25,"French"
21013800,8.2,8.75,10,NA,NA,NA,9,8.75,9.25,"French"
21013824,7.2,8.5,9.8,NA,NA,NA,7,8,8.75,"French"
21013852,7.4,9.25,9.6,NA,NA,NA,7.5,8.75,9,"French"
23000003,7.6,6.25,4.8,7.75,6.75,5.25,NA,NA,NA,"French"
23000055,8,9,8.2,NA,NA,NA,9.25,7.25,9.25,"French"
23000058,7.8,8.75,8.6,NA,NA,NA,6.25,7.25,9.5,"French"
23000062,8,8.75,9.2,NA,NA,NA,7.5,8.75,9.25,"French"
23000069,6.2,6.25,5,7,6.75,4.25,NA,NA,NA,"French"
23000140,8.6,9.5,9.4,NA,NA,NA,7,7.5,9.25,"French"
23000155,8.2,9,7.6,NA,NA,NA,7.25,8.75,9.25,"French"
23000173,7.8,9.25,9.6,NA,NA,NA,5.5,6.75,8.75,"French"
23000186,8,8,5.8,NA,NA,NA,7.5,7.25,8.25,"French"
23000188,8.4,7.75,6.6,8,9.5,5.75,NA,NA,NA,"French"
23000199,8.4,8.75,9.6,NA,NA,NA,7.25,7.75,8.5,"French"
23000205,7,7.75,7.8,4,4.75,6,NA,NA,NA,"French"
23000227,8,9,8.2,8,7.5,7,NA,NA,NA,"French"
23000276,7,8,7.2,NA,NA,NA,6.75,7.25,9.5,"French"
23000393,6.6,8.75,9.8,NA,NA,NA,7.5,8.5,9.5,"French"
23000419,8,8.25,8.2,NA,NA,NA,8,8.25,9,"French"
23000467,8.6,8,9.8,NA,NA,NA,6,7.5,9.5,"French"
23000550,7.8,8,6.8,NA,NA,NA,6,5.75,8,"French"
25000009,7.8,7.5,7,7.25,8,6.5,NA,NA,NA,"French"
25000025,8.6,8.5,9.2,NA,NA,NA,7.25,7.5,8.25,"French"
25000048,7,8.5,6.8,NA,NA,NA,7.25,6.5,8.75,"French"
25000090,6.4,7.75,9.8,NA,NA,NA,7.75,7.25,9,"French"
25000096,8,8.75,9.4,NA,NA,NA,8,8.25,9,"French"
25000103,8.4,9.5,9.6,NA,NA,NA,9.5,8.75,9.75,"French"
25000104,8.4,8.5,9.4,NA,NA,NA,7.75,7,9,"French"
25000179,7.8,9,9.6,NA,NA,NA,8.75,8.5,9,"French"
25000218,8.2,8.25,9.8,NA,NA,NA,8.25,8.5,9,"French"
25000238,8.8,9,8.6,NA,NA,NA,8.75,9,10,"French"
25000252,8.2,9,10,NA,NA,NA,7.25,7.5,9.5,"French"
25000257,7.2,9,6.2,NA,NA,NA,6.75,7.75,8.75,"French"
25000317,7.8,8.25,9.8,NA,NA,NA,7,7.5,9,"French"
25000318,7.6,8.5,10,NA,NA,NA,8.5,7.5,9.5,"French"
25000321,8.4,6.75,8.2,NA,NA,NA,6.25,8.5,8.5,"French"
25000348,8.2,7.75,6.2,NA,NA,NA,6,6.75,9,"French"
25000358,8.8,9.25,9.6,NA,NA,NA,8.25,8.75,9.75,"French"
25000397,6.2,8.25,5.4,NA,NA,NA,8.25,8.75,8.75,"French"
25000483,7.6,9,9.8,NA,NA,NA,8,8.25,8.75,"French"
25000523,7.6,8.25,9.4,NA,NA,NA,7.75,7.75,9.5,"French"
25000566,8.6,8.25,9.6,NA,NA,NA,8.25,8.75,9.25,"French"
25000570,8,8,9.2,8,6.5,5.75,NA,NA,NA,"French"
25000574,8.4,7.75,7.4,NA,NA,NA,5.25,7.25,8,"French"
25000584,8.2,9,9.8,NA,NA,NA,9,9,9.75,"French"
25000597,7.8,8,9.6,NA,NA,NA,7.5,8.25,8.5,"French"
25000639,7.6,7.75,6.6,NA,NA,NA,5.5,6.75,8.5,"French"
25000660,7.4,8.5,7,NA,NA,NA,7.5,8,9.75,"French"
25000666,7.8,8.5,9.6,NA,NA,NA,5.75,6.5,8.25,"French"
25000712,8.2,9,8.4,NA,NA,NA,8.25,7,8.75,"French"
25000764,8.8,8.5,8.8,8.25,9.75,8.75,NA,NA,NA,"French"
27003574,8.4,8.75,8.6,NA,NA,NA,9.25,9.75,10,"French"
27003763,7.4,9,10,NA,NA,NA,7.75,7.75,8.5,"French"
27004196,8.2,8.5,9.6,NA,NA,NA,8.5,8.75,9,"French"
29002848,2.6,8,4.8,NA,NA,NA,7.5,7,8.75,"French"
29002863,7,9,7,NA,NA,NA,7,8.25,8.75,"French"
29002932,7.6,8.75,9.8,NA,NA,NA,8.75,9.5,9.5,"French"
29003073,7.6,8.25,7,NA,NA,NA,7.75,7.25,9,"French"
29003155,5,8.5,5,NA,NA,NA,5.25,4.75,8.25,"French"
29003295,6,8.5,8,NA,NA,NA,7.25,8,9,"French"
29003298,8,7.25,6,4.25,5.75,8.25,NA,NA,NA,"French"
29003332,7.6,8.5,3.6,NA,NA,NA,8.75,7.25,8.5,"French"
29003337,7.2,8.75,7.6,NA,NA,NA,8,7,9.25,"French"
29003404,8.4,8,8,NA,NA,NA,7.5,7.75,8.25,"French"
29003413,6.8,7.75,5.8,NA,NA,NA,6.5,6,7.5,"French"
29003428,7.8,8.5,9.4,NA,NA,NA,8,8.25,9.5,"French"
29003515,8,8,10,8,4,6.25,NA,NA,NA,"French"
29003573,7,8.5,4,NA,NA,NA,6.25,4.5,6.5,"French"
29003669,5.8,5,4.4,8,5.5,8.5,NA,NA,NA,"French"
30005390,8.6,9.25,9.6,NA,NA,NA,7.25,8,9.25,"French"
30005427,7.4,8.75,9.6,NA,NA,NA,6,7.75,8.75,"French"
30005456,7.6,9,9.4,5.25,5.75,6.5,NA,NA,NA,"French"
30005558,8.2,8.5,9.2,7,3.5,7,NA,NA,NA,"French"
30005653,8,9.5,9.8,NA,NA,NA,9.25,8.75,9.5,"French"
33003352,8.6,9.5,8.8,NA,NA,NA,8,8.25,8.5,"French"
33003392,8.4,9,8.6,NA,NA,NA,7.25,8.25,9.75,"French"
33003398,8.6,9.5,9.8,NA,NA,NA,7,7.75,9.5,"French"
33003399,8.4,8.5,9.6,NA,NA,NA,8.5,9,9.25,"French"
33003444,8.4,8.25,9.8,5.75,6.25,6.25,NA,NA,NA,"French"
33003476,8.2,6.75,6,8.25,8.75,5,NA,NA,NA,"French"
33003526,7.6,8.25,9.2,NA,NA,NA,7.5,7.25,7.25,"French"
33003627,8,9,9.2,NA,NA,NA,9.25,7.75,9.25,"French"
33003650,7.4,9,9,NA,NA,NA,7.25,8.5,9.25,"French"
33003877,7.8,8.25,9.2,NA,NA,NA,7,7.25,9,"French"
33003878,7.2,8.75,8.6,NA,NA,NA,8.25,8,9.25,"French"
33003908,7.2,8.75,9.4,NA,NA,NA,7.75,8.5,9.25,"French"
33003913,7.8,7.83,9.8,NA,NA,NA,7.75,9,9,"French"
33003990,8,8.5,9.4,8.5,9,5.75,NA,NA,NA,"French"
33004696,6.2,6.25,4.4,7,7.5,3.5,NA,NA,NA,"French"
33004704,8.4,7.75,8.8,7.5,5.25,6.25,NA,NA,NA,"French"
33004723,7.2,8,8.4,NA,NA,NA,8,9.25,9,"French"
33004796,6.6,6.25,5.4,8,7.5,6.25,NA,NA,NA,"French"
33004834,3.8,8,6.2,NA,NA,NA,4,6,5.75,"French"
33004840,8.2,7.5,6,8.25,8.25,6.5,NA,NA,NA,"French"
33004918,6.4,8,4.6,NA,NA,NA,5.25,5.25,7,"French"
33004966,5.2,6,5,2.75,5,7.25,NA,NA,NA,"French"
33005025,8,8.5,8.6,NA,NA,NA,7,7.25,8.5,"French"
33005056,8.2,7.5,7.6,8.25,9.25,6.75,NA,NA,NA,"French"
33005100,7,7.25,3.4,4.75,4.25,4.75,NA,NA,NA,"French"
33005137,7.6,6.75,5.6,6.5,6.75,6.25,NA,NA,NA,"French"
33005213,8.4,8.75,6.4,8,8.5,8.25,NA,NA,NA,"French"
33005313,5.2,7.5,5.2,NA,NA,NA,7.5,7,7.25,"French"
33006646,5.6,5.75,3.8,NA,NA,NA,7,6.75,9,"French"
33006655,7.2,7.25,8.4,NA,NA,NA,5,6.75,8.75,"French"
33006656,5.2,7.5,5.2,NA,NA,NA,5.75,5,6.75,"French"
33006730,8,8.5,5,NA,NA,NA,7,7.75,9,"French"
33006742,4.2,8.5,3.2,NA,NA,NA,8,6.5,6.75,"French"
33006743,4.6,7.75,2.2,NA,NA,NA,5.75,5.25,6.75,"French"
33006796,8.2,6.5,5.2,5.75,7.5,7.75,NA,NA,NA,"French"
33006810,6.8,5,3.8,5.25,7.75,4.5,NA,NA,NA,"French"
33006828,3.2,3,2.8,NA,NA,NA,4,3.25,5.5,"French"
33006907,5.6,8.75,4.8,NA,NA,NA,5,7.25,8,"French"
33006930,7.2,5.5,2.2,NA,NA,NA,4,5.75,8.25,"French"
33006942,6.4,8.25,5.4,NA,NA,NA,5.5,6,7.25,"French"
33006950,7,6.5,4.6,4,6.25,6.75,NA,NA,NA,"French"
40015475,4.2,6.75,3.2,NA,NA,NA,6.75,7.75,8.5,"French"
40015617,3.8,5.5,2.8,NA,NA,NA,6.5,7.25,7.5,"French"
40015621,6.2,6,4.2,6.5,6.5,5,NA,NA,NA,"French"
40015657,6.2,4.5,3.4,NA,NA,NA,4.5,6.75,5.75,"French"
40016155,7.4,6,4.4,7.75,4.75,5.25,NA,NA,NA,"French"
40016165,7.8,5.75,4,7.5,8,4,NA,NA,NA,"French"
40016278,8.2,9,7.4,NA,NA,NA,5.25,4,6.75,"French"
40016328,8,8,5.8,8.75,8.25,6.5,NA,NA,NA,"French"
40016478,7.4,7.75,5.2,6,4.75,5,NA,NA,NA,"French"
40016492,8.2,4.75,5.2,7.5,8.25,4.5,NA,NA,NA,"French"
40016525,5.2,7,3,NA,NA,NA,7.25,7.25,7,"French"
40016570,7.2,8.75,5.8,NA,NA,NA,7.5,7.25,7.75,"French"
40016574,4.2,3.75,2.6,NA,NA,NA,4.5,6.5,7.5,"French"
40016632,6.6,6.75,3.8,NA,NA,NA,7,8,7.5,"French"
40016646,4.6,7.25,2.8,NA,NA,NA,7.75,9,8.5,"French"
40016672,5.4,6.75,3.2,NA,NA,NA,3,5.5,6.5,"French"
40016690,6.2,6.75,3.8,5.25,7,4.5,NA,NA,NA,"French"
40017734,7.6,8.5,6.8,NA,NA,NA,7.75,8.25,9.25,"French"
40017735,5.2,7,3.8,NA,NA,NA,5.5,8.5,8,"French"
40017768,3.6,6.75,2.6,NA,NA,NA,5.5,6.75,8,"French"
40017949,7,7.5,5.4,4.75,7.5,8,NA,NA,NA,"French"
40019262,8,8.5,5,NA,NA,NA,5.5,4.25,7.5,"French"
40019286,8.4,8,9.6,5.25,8.5,8.5,NA,NA,NA,"French"
40019301,6.2,6.75,8.2,NA,NA,NA,5.5,7.75,6.75,"French"
40019584,7.4,8,7,NA,NA,NA,5.75,6.75,8,"French"
40019732,7.6,9,8,NA,NA,NA,7.75,6.75,8,"French"
40019771,8,8.5,9.6,NA,NA,NA,7.5,7.75,8,"French"
40019805,7.8,4,6.4,3.25,9.5,7.5,NA,NA,NA,"French"
41008943,4.6,7,5,NA,NA,NA,6.5,7.25,8.25,"French"
41009284,4.6,8.25,5.8,NA,NA,NA,8.25,7,8.5,"French"
41009309,4.8,5.75,3.8,NA,NA,NA,7.75,6.5,8.5,"French"
41009317,7.8,8.25,6,NA,NA,NA,7.5,7,9.25,"French"
41009323,7.2,7.5,7.8,6,8.25,8.25,NA,NA,NA,"French"
41009417,8.2,8.25,8.4,7.5,8.75,6.25,NA,NA,NA,"French"
41009423,7,7.5,4.4,NA,NA,NA,4.75,8,8.5,"French"
41009485,7.6,8,9,6.5,8.5,9.25,NA,NA,NA,"French"
41009508,6.6,8.5,5.6,NA,NA,NA,6.25,6.75,9.5,"French"
41009521,8,7,8.8,5,8.5,8,NA,NA,NA,"French"
41009714,8.2,5.5,9.4,NA,NA,NA,NA,NA,NA,"French"
41009731,4.8,8,5.6,NA,NA,NA,7.25,6.75,7.75,"French"
41009742,7.2,7.5,4.8,5.25,6.75,7.25,NA,NA,NA,"French"
41009748,7.4,8.25,6,NA,NA,NA,9,7.75,9,"French"
41009770,3.4,7.25,4.8,NA,NA,NA,6.5,5.75,8,"French"
41009772,4.4,8.75,2.8,NA,NA,NA,8.5,6.25,8,"French"
41009801,6.8,8,4.8,NA,NA,NA,8.5,8.75,9.75,"French"
41009820,5.2,6.5,6.4,NA,NA,NA,7.75,6.75,7.5,"French"
41010107,3,5.25,4.2,NA,NA,NA,6.25,4.5,7.75,"French"
41010140,4.4,8.25,7.4,NA,NA,NA,5.75,7,7.5,"French"
41010163,7.4,7,7,NA,NA,NA,8.5,7.75,9,"French"
41010202,4.2,6.5,4.4,NA,NA,NA,5.75,6,7,"French"
41010228,3.8,7.5,5.6,NA,NA,NA,9,5.75,7,"French"
41010280,7.6,5.5,3.4,2.25,7,8,NA,NA,NA,"French"
41010320,5.8,8,7.6,NA,NA,NA,8.75,8.5,8,"French"
41010325,9,8.25,7,6.75,8.5,5.75,NA,NA,NA,"French"
42002147,6.6,8,9.6,NA,NA,NA,8.5,8.75,8.5,"French"
48000030,8.2,5.25,7.6,6.25,5.75,6,NA,NA,NA,"French"
48000514,6,9,7.8,NA,NA,NA,9.5,8.5,9.75,"French"
48032336,8.2,7.25,3,7.25,7,6.5,NA,NA,NA,"French"
55000110,8.6,7,6.2,7.5,9,7,NA,NA,NA,"French"
55000215,5,6,3,NA,NA,NA,6,5.5,6.5,"French"
55000299,7.8,7,5.8,4.5,5.5,7.25,NA,NA,NA,"French"
55000300,6.2,7.25,7.8,NA,NA,NA,4.75,5.75,7.25,"French"
55000360,7.4,7,5.2,6.5,8.25,6.5,NA,NA,NA,"French"
55000577,7.4,7.75,9.8,5,6.75,8.25,NA,NA,NA,"French"
55001052,7.4,8,7.8,5.5,8.5,9,NA,NA,NA,"French"
55001212,8,6.5,3.2,4,3,6.75,NA,NA,NA,"French"
55001468,7.8,6,3.2,7.75,8.5,6.5,NA,NA,NA,"French"
55001774,8.2,9,8.4,NA,NA,NA,8.75,7.5,8,"French"
55001876,5.2,6.75,5.4,NA,NA,NA,3.75,7.25,7,"French"
55002473,7.2,5.75,5,NA,NA,NA,5.25,7.25,8.25,"French"
55002609,7.6,7.5,3.6,3.5,6.5,7.5,NA,NA,NA,"French"
55002627,8.6,9,8.2,7.75,8.5,6,NA,NA,NA,"French"
55002833,7,5.25,3,6.75,7.5,4.25,NA,NA,NA,"French"
55002873,7,6.25,3.6,7.25,6.75,6.5,NA,NA,NA,"French"
55003000,6.2,6.75,2.4,NA,NA,NA,5,6.5,7.5,"French"
55003594,7.6,7.25,3,4.5,7.5,7.75,NA,NA,NA,"French"
55003980,8,5.75,1.6,7.25,8.25,4.25,NA,NA,NA,"French"
55004003,3.4,7.75,4.4,NA,NA,NA,7,8.25,7.75,"French"
55004737,5,6.25,2.6,NA,NA,NA,8.75,6.5,8.75,"French"
55005304,8,8,7.8,8,8,7,NA,NA,NA,"French"
55005492,8.2,5.75,6,7,7.75,7.75,NA,NA,NA,"French"
55005503,7.8,6.75,4,8.5,6.75,7.5,NA,NA,NA,"French"
55005532,8.4,6.25,3.6,3,8.75,8.25,NA,NA,NA,"French"
55005553,8,7.75,8,8.25,7.75,9.25,NA,NA,NA,"French"
55005730,6.6,7.25,4.8,NA,NA,NA,7.25,6,8,"French"
55005809,6.4,7,5.8,2.75,7,4.75,NA,NA,NA,"French"
55005974,7.6,8,6.8,7.25,6.75,6.25,NA,NA,NA,"French"
55006124,6.8,8.5,3.2,NA,NA,NA,5.5,7.25,8.75,"French"
55006150,6.6,8.5,4.8,3.25,6.5,7.75,NA,NA,NA,"French"
55006187,5.6,7.5,6.8,NA,NA,NA,7.25,7.75,8.75,"French"
55006296,7.2,7.5,6,5.25,7.25,8.25,NA,NA,NA,"French"
55006374,9,9.5,10,8,8.5,8,NA,NA,NA,"French"
55006448,7.6,7.75,5.6,NA,NA,NA,7.5,6,9,"French"
55006529,7.8,8.5,4.6,7.75,7.5,6,NA,NA,NA,"French"
55006660,5.4,5.25,3.4,NA,NA,NA,5.25,5.5,7.25,"French"
55006830,5.8,5.75,2,4.25,7,6.75,NA,NA,NA,"French"
55006926,7,6.25,6.2,NA,NA,NA,5.75,6,8.25,"French"
55006951,6.8,7.5,3.2,7.5,8.25,5,NA,NA,NA,"French"
55007275,7.8,7.25,9,5.5,9.25,7.75,NA,NA,NA,"French"
55007336,6.4,8.5,6.2,NA,NA,NA,7.25,8,8,"French"
55007357,5.8,7.25,3.8,NA,NA,NA,6,6.75,8.5,"French"
55007366,7.8,9,6.6,NA,NA,NA,7,7.5,8.25,"French"
55007479,5,5.75,5,NA,NA,NA,6.25,6.75,7.5,"French"
55007759,4.4,5.5,5,NA,NA,NA,5.5,5.75,7.5,"French"
55008232,6,6.5,6.4,5.25,6.5,7,NA,NA,NA,"French"
55008265,5.4,5.75,4,NA,NA,NA,6,6.5,7.5,"French"
55008290,7,5.25,3.2,3.25,3.5,5,NA,NA,NA,"French"
55008737,5.2,8,6.2,NA,NA,NA,6.75,7,7.75,"French"
55008882,7.6,6.75,3,5,6.75,4.5,NA,NA,NA,"French"
55008996,5.6,5.75,4.4,NA,NA,NA,7.5,7.25,7.5,"French"
55009382,6.2,8.25,6.4,NA,NA,NA,6.75,7,7.75,"French"
55009464,8.4,5.75,3.6,7.25,7.75,5.5,NA,NA,NA,"French"
55009620,3.6,5,3.2,NA,NA,NA,4.75,5.75,6,"French"
55009695,8.6,7.5,7.2,8,8.75,7.75,NA,NA,NA,"French"
55009786,8.6,7.5,9.6,8.25,9.5,8.25,NA,NA,NA,"French"
55009919,8,4.5,5.2,7.5,8,6.25,NA,NA,NA,"French"
55010113,8.8,8.75,8.4,7.75,9.25,7,NA,NA,NA,"French"
55010523,4.8,6.5,2.2,NA,NA,NA,5,6.75,7.5,"French"
55010866,7.4,8.25,3.2,8,5.75,7.75,NA,NA,NA,"French"
55011015,7.8,8.5,5.2,4.75,4.75,6.25,NA,NA,NA,"French"
55011028,6.8,6.5,4.2,1.75,5,5.25,NA,NA,NA,"French"
55011258,8.6,5,5,4.5,9.25,8.75,NA,NA,NA,"French"
55011283,7.8,6.5,9,5.5,9.25,9,NA,NA,NA,"French"
55011632,6.8,7.5,5.2,NA,NA,NA,7.25,6.75,8,"French"
55011759,8.4,9.25,9.6,8,8.75,7.5,NA,NA,NA,"French"
55011967,3.6,6.5,4.6,NA,NA,NA,6.25,6.75,7.5,"French"
55012443,7.4,8.5,5.6,NA,NA,NA,8.25,8.25,8.5,"French"
55012505,6,7.5,6.2,NA,NA,NA,6.5,8.5,9,"French"
55012595,8.8,8.5,9.6,7.5,9.5,8.25,NA,NA,NA,"French"
55012723,7.6,5.5,3,7,8.5,7.25,NA,NA,NA,"French"
55012752,8.4,9,5.2,4.75,7.75,5.25,NA,NA,NA,"French"
55012835,7.8,7.5,4.8,5.75,8.75,8,NA,NA,NA,"French"
56010612,7,8.25,5.8,NA,NA,NA,6.75,7.75,8.25,"French"
56010799,6.6,8.75,5.6,NA,NA,NA,6.75,7,9.25,"French"
