"sbd","toan","ngu_van","ngoai_ngu","vat_li","hoa_hoc","sinh_hoc","lich_su","dia_li","gdcd","ma_ngoai_ngu"
2005813,7.2,7.75,9,NA,NA,NA,7.75,7.5,8.75,"Japanese"
2007552,7.2,5.75,7.6,NA,NA,NA,6.75,6,8.75,"Japanese"
2008012,7.2,6.75,9,NA,NA,NA,5.75,7.25,8.25,"Japanese"
2011817,7.8,6.5,7.6,NA,NA,NA,7.25,7.5,8.5,"Japanese"
2016979,6.4,7.75,4.4,5,5.5,6,NA,NA,NA,"Japanese"
2017333,7.8,7,10,NA,NA,NA,6.75,7.25,9.5,"Japanese"
2017471,8.2,7.5,7.8,NA,NA,NA,7,8,9,"Japanese"
2018104,3.6,5,6.2,NA,NA,NA,7,8.25,9.5,"Japanese"
2019681,7.8,7.75,8,5,5,7.25,NA,NA,NA,"Japanese"
2024203,7.8,7.25,7,5.25,4.5,6,NA,NA,NA,"Japanese"
2035897,8.4,7.25,9,6.25,6.25,7.5,NA,NA,NA,"Japanese"
2039841,6.2,8.5,3.2,NA,NA,NA,6,8.5,8.75,"Japanese"
2040026,7,7,8.8,NA,NA,NA,6,8.25,8.5,"Japanese"
2043377,6.6,7.5,9,NA,NA,NA,NA,NA,NA,"Japanese"
2043386,4.8,6.75,7.4,NA,NA,NA,7.5,6.25,NA,"Japanese"
2045049,5.6,5,5.2,NA,NA,NA,NA,NA,NA,"Japanese"
2045366,8,6.75,7,4.75,8.75,8,NA,NA,NA,"Japanese"
2050809,NA,6.75,9.4,NA,NA,NA,7.5,7.25,8.5,"Japanese"
2056904,7.6,7.25,8.4,NA,NA,NA,7,8.25,8.75,"Japanese"
2060815,7.6,4.25,9.2,8,6.75,7,NA,NA,NA,"Japanese"
2066257,5,7,4.2,NA,NA,NA,6.5,8.75,8.5,"Japanese"
2066353,7.4,5,6.2,NA,NA,NA,7.75,7.5,8.25,"Japanese"
2067248,NA,7,8,NA,NA,NA,9,NA,NA,"Japanese"
2068194,5,6.75,7,NA,NA,NA,6,7.5,8.25,"Japanese"
2068494,3.6,5.5,3.8,NA,NA,NA,4.5,5,7.25,"Japanese"
2073290,6.6,6,7.4,NA,NA,NA,8.25,7.25,NA,"Japanese"
2074802,6.4,7.25,7.4,NA,NA,NA,7,7.5,8.5,"Japanese"
2075565,3.8,6.25,8.2,NA,NA,NA,7,7.5,9.25,"Japanese"
2075592,8.8,5.5,10,5,8,6.75,NA,NA,NA,"Japanese"
2082104,4.8,6.5,4.8,NA,NA,NA,7.75,7.25,9.25,"Japanese"
2084376,7,5.75,8.8,4,4.75,4.25,NA,NA,NA,"Japanese"
2086122,5.4,6.75,8.8,NA,NA,NA,6.5,5.25,7.5,"Japanese"
2087541,7.2,7,9,NA,NA,NA,8,7.75,9.25,"Japanese"
3000249,7.8,8.75,8.2,NA,NA,NA,8.75,9,9.25,"Japanese"
3000434,4.8,7.75,4.4,NA,NA,NA,7.5,7.5,9.25,"Japanese"
3000466,6.6,8,1.4,NA,NA,NA,7.75,7.5,9,"Japanese"
3000889,8.2,8.25,7.2,NA,NA,NA,8,7.25,9,"Japanese"
3001249,7.2,9,6.2,NA,NA,NA,7.5,8.25,8.5,"Japanese"
3001713,6.6,6.5,4.4,NA,NA,NA,6,7.25,8.75,"Japanese"
3001726,6,9.25,4.6,NA,NA,NA,8.25,9,9.5,"Japanese"
3001948,7.6,7.5,6.6,NA,NA,NA,7.5,8.25,9.75,"Japanese"
3002199,8,8.75,9.2,NA,NA,NA,8.5,8.5,8.75,"Japanese"
3002389,6.4,8,5.8,NA,NA,NA,8.25,8.5,10,"Japanese"
3002696,8.2,8.75,7.4,NA,NA,NA,9,10,8.75,"Japanese"
3002704,7.2,7.75,9.6,6.25,5.25,6.75,NA,NA,NA,"Japanese"
3002867,8.2,9.25,8.8,NA,NA,NA,8.5,8.5,9.75,"Japanese"
3002915,3.2,7.75,2.6,NA,NA,NA,5.75,8.75,8.5,"Japanese"
3002935,5.4,8.5,7.8,NA,NA,NA,6.75,8.5,8.25,"Japanese"
3003095,8,9,8.4,NA,NA,NA,7,8.5,9.75,"Japanese"
3003236,8.4,9,9.4,NA,NA,NA,7.25,9,9.25,"Japanese"
3003265,7.2,9.5,2.4,NA,NA,NA,8.75,8.75,9.5,"Japanese"
3003342,5.6,8.5,4.4,NA,NA,NA,6.75,7.25,8.25,"Japanese"
3004560,7,7.75,6.8,NA,NA,NA,8,8.25,8.5,"Japanese"
3007776,7.4,8,5.4,NA,NA,NA,8.75,9,9.25,"Japanese"
3007779,8.4,8.25,5.6,NA,NA,NA,7.25,8.75,9,"Japanese"
3007938,8.4,8.5,5.6,6.25,8,7.5,NA,NA,NA,"Japanese"
3009993,4.8,7.5,6.2,NA,NA,NA,7.5,7.5,8,"Japanese"
3015209,7.6,9,6.2,NA,NA,NA,7.75,7.25,8,"Japanese"
3015597,7,8.25,9,NA,NA,NA,7,7.5,7.5,"Japanese"
3015638,8,9.5,8.8,NA,NA,NA,5.75,6.5,9.25,"Japanese"
3015689,9.2,8.5,9,NA,NA,NA,4,6,7.25,"Japanese"
3015695,7.8,9,9.4,NA,NA,NA,8.5,5.75,8.25,"Japanese"
3015912,8.2,9.25,10,NA,NA,NA,8.25,7.75,9.25,"Japanese"
3015985,7.6,8.75,9.8,NA,NA,NA,7,5.25,9.75,"Japanese"
3016018,7.6,8.5,10,NA,NA,NA,8.25,9.5,9,"Japanese"
3016120,9.2,8.75,10,NA,NA,NA,8.25,9,10,"Japanese"
3016133,7.6,8.75,9.8,NA,NA,NA,5.5,7.5,8.75,"Japanese"
3016206,8,9.25,10,NA,NA,NA,8.5,6.75,8.5,"Japanese"
3016525,7.6,8.75,9.2,NA,NA,NA,7,8.25,9.5,"Japanese"
3016552,5.8,9,7.8,NA,NA,NA,8,7.75,9,"Japanese"
3016649,7.4,8.75,9.6,NA,NA,NA,6.25,7.5,9,"Japanese"
3016681,8.8,9,9.2,7.5,5,6.5,NA,NA,NA,"Japanese"
3016921,7.8,9.25,9.6,NA,NA,NA,5.5,6.75,9.5,"Japanese"
3016961,8,8.5,9.8,NA,NA,NA,6,7.5,9.25,"Japanese"
3017027,8,9,9.2,NA,NA,NA,4.75,8,9.25,"Japanese"
3017362,8.2,8.25,10,NA,NA,NA,9.5,9.5,10,"Japanese"
3018255,8.6,9,6.8,NA,NA,NA,9.25,9,9.5,"Japanese"
3018302,7,8.5,6.2,NA,NA,NA,9,7.25,9.25,"Japanese"
3018946,6.4,9.25,7,NA,NA,NA,8.25,9.25,9,"Japanese"
3019460,7.8,9.5,9.2,NA,NA,NA,9.25,8,9.25,"Japanese"
3019945,7.6,8.75,5.8,NA,NA,NA,7.5,7.75,8.75,"Japanese"
3019968,6.6,7,5.4,NA,NA,NA,5.5,7.5,8.25,"Japanese"
3020010,7.4,8.5,3.2,NA,NA,NA,7.75,8,9.75,"Japanese"
3020109,7.4,9.25,7.4,NA,NA,NA,8,8.25,9.5,"Japanese"
3021929,8.2,8.5,9,NA,NA,NA,9.25,9.5,9.25,"Japanese"
3022102,3.2,6,2.8,NA,NA,NA,3.75,2.75,NA,"Japanese"
3022213,8.2,9.25,8.2,NA,NA,NA,8.5,7.25,8.75,"Japanese"
3023635,5.2,6.5,2.4,NA,NA,NA,7,7.5,8.25,"Japanese"
3023641,6.8,7.25,3.8,NA,NA,NA,5.25,7.5,7.75,"Japanese"
3023696,6.8,5.75,3,NA,NA,NA,8,8,7.5,"Japanese"
3023714,5.8,8.75,5.6,NA,NA,NA,7.25,8.75,9.25,"Japanese"
3023978,5.6,8.25,4,NA,NA,NA,7.25,8.25,8.75,"Japanese"
3023989,5.6,7.25,2.6,NA,NA,NA,7,8,8,"Japanese"
3024066,4.6,7,2.2,NA,NA,NA,6,7,8,"Japanese"
3024076,5.8,7,1.6,NA,NA,NA,8,6.75,8,"Japanese"
3024114,4,7.75,4,NA,NA,NA,8.25,7,9.5,"Japanese"
3024195,7.2,8.5,5,NA,NA,NA,8.5,8.5,8.5,"Japanese"
3024342,6.6,8,2.2,NA,NA,NA,7.5,7.5,8.25,"Japanese"
3024370,8,8.5,3.8,5.5,3.75,6.5,NA,NA,NA,"Japanese"
3024381,5.8,8.25,6.4,NA,NA,NA,7.75,7.75,10,"Japanese"
3024460,6.8,9,7,NA,NA,NA,7,8,8,"Japanese"
3024733,6.4,8.5,3.2,NA,NA,NA,6.75,8.25,9,"Japanese"
3024739,8,7,6,NA,NA,NA,8,9.25,9.5,"Japanese"
3024746,4.8,7.5,3.8,NA,NA,NA,5.25,6.5,8.5,"Japanese"
3024756,5.4,8,2.4,NA,NA,NA,7,6.75,8.75,"Japanese"
3024759,4.6,6.75,4.4,NA,NA,NA,7.75,7.5,8.25,"Japanese"
3024776,6,8.25,6.2,NA,NA,NA,9,8,9.5,"Japanese"
3024874,6.2,8.5,9,NA,NA,NA,5.5,6.75,8.25,"Japanese"
3024878,7.2,7.75,4,NA,NA,NA,8,9,8.75,"Japanese"
3024889,6.8,8.25,8.4,NA,NA,NA,8,8,8,"Japanese"
3024905,5.8,6.5,4.6,NA,NA,NA,5.5,5.25,6.75,"Japanese"
3024942,7.8,8.25,6.2,NA,NA,NA,9.75,9,9.25,"Japanese"
3025053,7.6,9.25,5.8,NA,NA,NA,8.75,9,9.5,"Japanese"
3025126,6.4,8.5,8,NA,NA,NA,7,8.25,9.25,"Japanese"
3025140,7.6,7.5,4.4,NA,NA,NA,6.5,8,8,"Japanese"
3025499,4.8,7.25,2.6,NA,NA,NA,5,6.5,6.5,"Japanese"
3025580,5,8.25,2.4,NA,NA,NA,8,8,9.5,"Japanese"
3025586,4,7.25,3.6,NA,NA,NA,7.75,7,9,"Japanese"
3025599,4.6,8,5.2,NA,NA,NA,5.5,6.75,9.25,"Japanese"
4001118,7.8,9,8.4,NA,NA,NA,6,6.25,8.75,"Japanese"
4001296,8.6,6,8.4,8.5,7.5,5.75,NA,NA,NA,"Japanese"
4001354,5.2,6.25,5.8,NA,NA,NA,6.25,7,8,"Japanese"
4001476,7.6,8,5.4,NA,NA,NA,7,6,7.25,"Japanese"
4001927,7.4,7.5,8.4,NA,NA,NA,7.5,8.25,9,"Japanese"
4001938,6.8,7,6.6,NA,NA,NA,6.25,6.75,8.25,"Japanese"
4002676,6,7,7.6,6.75,5.75,5,NA,NA,NA,"Japanese"
4002677,6.4,6.75,7.2,NA,NA,NA,6.75,6,8.25,"Japanese"
4002733,8.2,7.5,9.2,NA,NA,NA,6.75,8.5,8.75,"Japanese"
4007436,5,6.25,10,NA,NA,NA,NA,NA,NA,"Japanese"
4008248,8,7.5,8.4,7.5,7.5,6.75,NA,NA,NA,"Japanese"
4008253,6.6,7,4.6,NA,NA,NA,6.75,7,7.5,"Japanese"
4008500,8.8,6.75,9,8.25,6.75,6.75,NA,NA,NA,"Japanese"
4008537,7.6,9,9.6,NA,NA,NA,7,7.25,8.75,"Japanese"
4008543,8,7.5,8.8,NA,NA,NA,8.5,9.25,9,"Japanese"
4008573,7,7.25,9,NA,NA,NA,7,6.75,8.25,"Japanese"
4008797,7.6,8,9.4,NA,NA,NA,9,7.75,9.5,"Japanese"
4008810,8.8,7,5.6,5.25,9.5,8.5,NA,NA,NA,"Japanese"
4008935,7.4,9.25,9,NA,NA,NA,7.5,7,9,"Japanese"
4009069,7.6,7.5,5,NA,NA,NA,3.75,6.25,6.5,"Japanese"
4009293,5.6,7.5,5.2,NA,NA,NA,4.75,6.25,8,"Japanese"
4009314,4.6,7.5,5.6,NA,NA,NA,5.5,6.25,7,"Japanese"
4009319,8.2,9,7.4,NA,NA,NA,7,6,8.5,"Japanese"
4009324,8,9,8.6,NA,NA,NA,7,6.25,8.25,"Japanese"
4009352,7.4,8.25,8.6,NA,NA,NA,6.25,6,7.25,"Japanese"
4009416,7.8,8,8.4,NA,NA,NA,6.25,6.5,7.75,"Japanese"
4009458,5.6,7.75,6,NA,NA,NA,6,5.5,7.25,"Japanese"
4009504,7,6.75,2.8,2.25,8,6.25,NA,NA,NA,"Japanese"
4009633,6.4,8.5,6.8,NA,NA,NA,8.25,6.25,8.25,"Japanese"
4011551,4.8,6.5,7,NA,NA,NA,3.5,5.25,7.5,"Japanese"
4012009,7.4,7,6.2,8.25,6.5,6,NA,NA,NA,"Japanese"
4012110,8,5,6.4,8.25,8.5,6.25,NA,NA,NA,"Japanese"
4012117,3.8,4.75,2.6,NA,NA,NA,6.5,8,8.5,"Japanese"
4012342,5.6,7,5.4,NA,NA,NA,4.25,7.25,7.25,"Japanese"
4012343,6.2,7.5,8,NA,NA,NA,6.25,6.75,8.25,"Japanese"
4012383,8.2,6.25,4.4,8.25,7.5,5,NA,NA,NA,"Japanese"
4012384,5.2,7.75,4.4,NA,NA,NA,9.25,9.25,9,"Japanese"
4012433,7.4,7,7.2,NA,NA,NA,6.75,6.75,7.25,"Japanese"
4012453,7.6,6.75,9.4,NA,NA,NA,6.5,7.25,8.5,"Japanese"
4012480,8,9,9.4,NA,NA,NA,7.5,7.75,9.5,"Japanese"
4012505,7,7.5,6.8,NA,NA,NA,6,7,8.75,"Japanese"
4012526,7,6.75,6.4,NA,NA,NA,6.5,5.25,7,"Japanese"
4012552,6.6,7.5,7.6,NA,NA,NA,4.25,4.5,8.25,"Japanese"
4012580,8.2,7.5,9.6,NA,NA,NA,8.25,8.25,9.25,"Japanese"
4012662,7.2,6,4.4,NA,NA,NA,6.5,5,8,"Japanese"
4012701,7.2,8.25,7,NA,NA,NA,5.75,7.25,8.25,"Japanese"
4012782,7.4,7,8,NA,NA,NA,5.25,6.75,8.5,"Japanese"
4012791,7.6,9,8.4,NA,NA,NA,5.75,7.5,8,"Japanese"
4013001,7.6,9,10,NA,NA,NA,8.25,9.25,9.25,"Japanese"
4013037,7,7.5,5,NA,NA,NA,5.75,7.25,7.25,"Japanese"
4013058,7.8,8.75,9.2,NA,NA,NA,6.5,5.75,7.75,"Japanese"
4013131,6,7,9.8,NA,NA,NA,7,6.75,8,"Japanese"
4013198,6,7.25,4.8,NA,NA,NA,4.75,6.75,8,"Japanese"
4013264,6.6,7.75,8,NA,NA,NA,6.5,6.5,7.25,"Japanese"
10002551,9,9.25,8.4,NA,NA,NA,NA,NA,NA,"Japanese"
10008326,6.2,7.5,7.4,NA,NA,NA,6.5,7.75,7.5,"Japanese"
12003485,4.6,8,4.6,NA,NA,NA,5.75,5.75,8.75,"Japanese"
12003895,8.6,6.5,4.2,6.25,6,5.5,NA,NA,NA,"Japanese"
12005287,5.6,7.25,5.4,NA,NA,NA,6.25,7.5,8.5,"Japanese"
12005591,8.2,8.5,6.2,NA,NA,NA,6.75,6.75,8.25,"Japanese"
12009341,8,7,7.6,4.75,7.5,5,NA,NA,NA,"Japanese"
12011073,7.8,8,5.4,4.5,3.75,8,NA,NA,NA,"Japanese"
14001864,8.2,8.25,9.6,NA,NA,NA,8.5,9,9.5,"Japanese"
15000317,8.2,8,8.4,8,5.75,6.25,NA,NA,NA,"Japanese"
15000842,8.2,9,6.8,NA,NA,NA,7,8.25,7.75,"Japanese"
15001252,7.4,9.25,9,NA,NA,NA,6.25,8.25,9,"Japanese"
15006734,8.4,9.25,8.4,NA,NA,NA,9.25,9.5,9.75,"Japanese"
15012526,2.8,5.5,6.4,NA,NA,NA,5.75,7.25,NA,"Japanese"
16010735,7.2,8.25,7.4,NA,NA,NA,7.75,8.25,9.25,"Japanese"
17004203,8.8,7.25,8.8,NA,NA,NA,NA,NA,NA,"Japanese"
17004596,7.2,8.25,9.4,NA,NA,NA,7,7.5,8.5,"Japanese"
17016678,7.2,7.5,2.8,NA,NA,NA,7.5,7.75,7.75,"Japanese"
18001280,4.8,7.25,4,NA,NA,NA,5.5,6.5,7.25,"Japanese"
18006940,7.2,8,5.8,NA,NA,NA,5.75,6.5,8.75,"Japanese"
18011556,7,8.5,8,NA,NA,NA,NA,NA,NA,"Japanese"
18011570,7.2,8.5,8.8,7.25,8.25,7.5,NA,NA,NA,"Japanese"
18011938,5.8,8.5,5,NA,NA,NA,7.75,8,9.5,"Japanese"
18012323,8.6,7.75,6.4,7.25,8.25,7.75,NA,NA,NA,"Japanese"
18012383,7.6,8.5,7.2,3.5,5.75,7.5,NA,NA,NA,"Japanese"
18012979,6.4,7.75,4.6,NA,NA,NA,5.5,6,9,"Japanese"
18012981,8.4,9.25,8.4,NA,NA,NA,9,6.25,9.5,"Japanese"
18013480,6.6,7.25,5.4,4.5,5.5,5,NA,NA,NA,"Japanese"
18013521,6,9,5.8,NA,NA,NA,7.5,8.25,9.5,"Japanese"
18014829,8,NA,9.8,8,NA,NA,NA,NA,NA,"Japanese"
18014872,7.6,8.5,6.4,NA,NA,NA,8,8.75,9.5,"Japanese"
18015124,8.2,8,4.4,6.5,6.5,6.75,NA,NA,NA,"Japanese"
18015338,7.2,8,4,NA,NA,NA,7.75,8.75,9.5,"Japanese"
18015526,7.4,7.75,2.2,5.5,2.5,7.25,NA,NA,NA,"Japanese"
18016043,7.2,7.75,3.8,NA,NA,NA,8,8.75,8.25,"Japanese"
18018710,8.2,9.25,8.8,NA,NA,NA,8.5,9,9,"Japanese"
18018711,8.2,9,10,NA,NA,NA,9.25,9.25,9.25,"Japanese"
18018725,8,9.5,7.4,NA,NA,NA,8,8.25,7.75,"Japanese"
18018736,7.8,9,9,NA,NA,NA,8.75,9,9.5,"Japanese"
18018795,7.8,9,9.6,NA,NA,NA,8.5,6.75,8.5,"Japanese"
18018826,6.2,8,8.8,NA,NA,NA,8.25,8.75,9.25,"Japanese"
18018840,8.4,9.25,8.2,7,4.25,6.25,NA,NA,NA,"Japanese"
18018866,7.8,9.25,9.4,NA,NA,NA,7.5,8.25,9.75,"Japanese"
18018957,7.2,8,9.6,NA,NA,NA,7.5,7.75,9,"Japanese"
18018973,7.8,8.25,8,NA,NA,NA,6.5,7.5,8.5,"Japanese"
18019054,7.2,8.75,9.6,NA,NA,NA,7.5,7.75,9.5,"Japanese"
18019057,7.8,8.75,9.4,NA,NA,NA,8.25,8.25,8.75,"Japanese"
18019081,7.6,8.75,9,NA,NA,NA,NA,NA,NA,"Japanese"
18019102,4.8,8.5,7.2,NA,NA,NA,7.75,7.75,9.5,"Japanese"
18019105,7.4,8.75,8,NA,NA,NA,8,7,9.25,"Japanese"
18019230,8.4,8.25,9.6,NA,NA,NA,9,8.25,9.75,"Japanese"
18019232,8,8.5,8.6,NA,NA,NA,9.25,8.5,9.25,"Japanese"
18019251,8.2,9,8.2,NA,NA,NA,9,9,9.25,"Japanese"
18019368,9.2,9,9.6,NA,NA,NA,7,7.25,9.75,"Japanese"
19017540,6.2,7,6.2,7.75,6.25,6.75,NA,NA,NA,"Japanese"
21002166,7.8,9.25,6.2,NA,NA,NA,9.5,9,9.75,"Japanese"
21003572,8,9,8.8,NA,NA,NA,NA,NA,NA,"Japanese"
21009856,7.4,8.25,8.6,NA,NA,NA,6.5,8,8.75,"Japanese"
21015948,7.6,9,8.8,NA,NA,NA,8,9.5,9.75,"Japanese"
22006534,7.4,7.75,4.8,NA,NA,NA,7.75,8.25,9.75,"Japanese"
22013024,6.6,6.5,7.2,NA,NA,NA,7.5,7.75,9,"Japanese"
22014036,7.6,8.5,8.2,NA,NA,NA,5.5,6,7.75,"Japanese"
22014189,8.6,7.5,7,NA,NA,NA,5.5,8.25,6,"Japanese"
22014198,7.4,8,3.4,NA,NA,NA,7.5,6.75,8.25,"Japanese"
22014575,8,9,9.6,NA,NA,NA,6.5,6.5,9,"Japanese"
22014829,9,6.75,3.4,8.5,8.25,5.5,NA,NA,NA,"Japanese"
23006071,4.8,7.25,7.6,NA,NA,NA,7.5,8.75,7.5,"Japanese"
24008771,8.4,9.75,6.4,NA,NA,NA,7,9,9.25,"Japanese"
24008814,7.2,8.75,4.8,NA,NA,NA,4.25,7.5,9,"Japanese"
24008820,6.8,9.25,4,NA,NA,NA,6.5,7.5,8,"Japanese"
24008976,7.8,8.5,3.6,NA,NA,NA,7.5,8.75,9,"Japanese"
24009234,7.8,8.25,2,NA,NA,NA,7.75,8.5,8.5,"Japanese"
25000919,8,8.5,9.2,NA,NA,NA,7.75,8.25,9,"Japanese"
25001443,7.8,8.25,8.2,7,4,5.25,NA,NA,NA,"Japanese"
25016264,6.2,8,2.4,NA,NA,NA,NA,NA,NA,"Japanese"
25017226,7.6,9,8,NA,NA,NA,8.5,8,8.5,"Japanese"
26009769,4.4,8.25,5.8,NA,NA,NA,5.75,6.25,6.25,"Japanese"
26012307,6.8,8.75,7.8,NA,NA,NA,7.25,9,9.5,"Japanese"
26018442,6.2,8.75,8.2,NA,NA,NA,7,7.75,9.5,"Japanese"
26019019,6,5.5,5.2,3.75,6.5,5.5,NA,NA,NA,"Japanese"
28005453,8.8,8.5,9.4,NA,NA,NA,NA,NA,NA,"Japanese"
28018604,7.2,8.25,8.4,NA,NA,NA,6.75,8.75,9.75,"Japanese"
28032677,8.4,9,8.6,NA,NA,NA,5.75,8.25,9.25,"Japanese"
29002372,7.6,8.25,9.4,8.5,5.25,5,NA,NA,NA,"Japanese"
32008250,6.6,7,6.2,NA,NA,NA,7.75,8.75,8.5,"Japanese"
33003227,5.6,9.5,5.8,NA,NA,NA,6.25,8.5,9,"Japanese"
33003255,8,9,9.4,NA,NA,NA,8.5,8,9.5,"Japanese"
33003288,7.8,7.75,10,7.25,8.75,9.25,NA,NA,NA,"Japanese"
33003327,6.8,8,7,NA,NA,NA,7.75,7.5,NA,"Japanese"
33003369,7,8,8.8,NA,NA,NA,8,8.5,9.75,"Japanese"
33003637,8.4,8.5,10,NA,NA,NA,6.25,9,9.5,"Japanese"
33003698,8.4,9.5,9.6,8,8.5,7.5,NA,NA,NA,"Japanese"
33003710,8.6,8.75,10,NA,NA,NA,9,8.5,9.25,"Japanese"
33003806,7,8.75,8.2,NA,NA,NA,9.25,10,7.75,"Japanese"
33003813,8.4,7.5,8.2,9,8.25,7,NA,NA,NA,"Japanese"
33003819,8.4,9,10,NA,NA,NA,8.25,7.5,9.25,"Japanese"
33003827,7.6,7.75,9.2,8.25,7.5,8.5,NA,NA,NA,"Japanese"
33003835,9,9.25,9.6,7.75,8.75,8.25,NA,NA,NA,"Japanese"
33003952,7.2,9,9.6,NA,NA,NA,6.75,6.75,8.25,"Japanese"
33003997,6.6,9.25,8.6,NA,NA,NA,7,8,8,"Japanese"
33004045,8.2,9,9,NA,NA,NA,6.75,8.5,8,"Japanese"
33004049,8,7.5,4.6,5.25,8,8,NA,NA,NA,"Japanese"
33004076,7.4,9,9.8,NA,NA,NA,8.75,7.75,9.25,"Japanese"
33004176,8.2,9.5,9,NA,NA,NA,8,8.5,8.75,"Japanese"
33004262,8.4,7.25,6.2,8.75,8.5,4.25,NA,NA,NA,"Japanese"
33004266,8.2,7.75,4.2,9.25,8.5,4.75,NA,NA,NA,"Japanese"
33004311,6.4,9.5,9.2,NA,NA,NA,8.25,8.75,9,"Japanese"
33004324,8,7,3.4,8.25,8.75,3.5,NA,NA,NA,"Japanese"
33004332,8.2,7.5,6.8,7.25,7.75,4.5,NA,NA,NA,"Japanese"
33004333,7.8,7,6.2,9,8.5,4.75,NA,NA,NA,"Japanese"
33004362,8.8,9.25,7.8,7.75,7.75,4.5,NA,NA,NA,"Japanese"
33004365,8.4,7.5,5.8,4.5,9,8.5,NA,NA,NA,"Japanese"
33004380,7,8.5,8.8,NA,NA,NA,7.5,7.75,8,"Japanese"
33004408,6.8,8.75,9.6,NA,NA,NA,8,8,8.25,"Japanese"
33004455,7.4,6.5,7.2,7.25,7,6.75,NA,NA,NA,"Japanese"
33004505,7.2,8,6.2,NA,NA,NA,5.75,7,7.5,"Japanese"
33004513,8,8,7.6,8.75,9.25,7,NA,NA,NA,"Japanese"
33004530,8,9,5.4,8,8.5,6.75,NA,NA,NA,"Japanese"
33004540,8.2,6.25,5,9,8.75,6.5,NA,NA,NA,"Japanese"
33004558,8.6,7.25,6.6,6,9,8.75,NA,NA,NA,"Japanese"
33004565,7.8,6.75,7.2,NA,NA,NA,6,7.75,8.25,"Japanese"
33004592,7.4,6.75,4.2,8.5,8.75,4.5,NA,NA,NA,"Japanese"
33004594,6.4,7.75,7.8,NA,NA,NA,7.5,8,8.75,"Japanese"
33004614,8.4,9,9.4,NA,NA,NA,8.25,8.5,9.5,"Japanese"
33004625,7,7.75,5.2,NA,NA,NA,6.25,8.5,8.25,"Japanese"
33004630,8.4,7,4,8.5,8.75,5,NA,NA,NA,"Japanese"
33004670,8,7.5,7,6,8.75,8.75,NA,NA,NA,"Japanese"
33004732,6.4,7.5,8.6,NA,NA,NA,5.75,8,9,"Japanese"
33004795,8.2,6,5.2,7.5,7.25,5.25,NA,NA,NA,"Japanese"
33004926,6.8,8.5,5.8,NA,NA,NA,5.5,5.75,8.75,"Japanese"
33004932,6.2,9,6.8,NA,NA,NA,5.75,7.75,7,"Japanese"
33004958,6.4,8.25,4.8,NA,NA,NA,6.5,7.75,7.5,"Japanese"
33004988,8.2,9,6.8,7,8,8.25,NA,NA,NA,"Japanese"
33005005,6.6,8.75,3.2,NA,NA,NA,3.5,8.75,7,"Japanese"
33005032,8.2,8,8,6,5,5.75,NA,NA,NA,"Japanese"
33005046,3.8,7,1.8,NA,NA,NA,6,5.5,7.75,"Japanese"
33005054,6,8.25,6.2,NA,NA,NA,6,5.75,7.5,"Japanese"
33005109,9,8.5,10,NA,NA,NA,7.75,8,9.75,"Japanese"
33005155,7.2,7,5.2,7.5,7.75,5,NA,NA,NA,"Japanese"
33005174,5,7.5,5.6,NA,NA,NA,7.5,7.5,NA,"Japanese"
33005229,7,8.25,5,NA,NA,NA,9,8.5,8,"Japanese"
33005276,8.4,8,8.4,NA,NA,NA,6,8.5,7,"Japanese"
33005323,3.8,8.25,5.6,NA,NA,NA,9.25,7.75,8.5,"Japanese"
33005378,8.2,9,7.6,NA,NA,NA,7.25,6.75,8,"Japanese"
33005383,6.4,9.25,8.2,NA,NA,NA,4,5.5,7,"Japanese"
33007567,2.4,7.25,4,NA,NA,NA,5.75,6.25,NA,"Japanese"
34003403,8.6,8.5,10,6.75,6.25,7,NA,NA,NA,"Japanese"
34005697,5.8,8.25,4.8,NA,NA,NA,6.5,7.5,9,"Japanese"
34007128,5.4,7.75,8.8,NA,NA,NA,7.75,7.75,8.75,"Japanese"
34011198,5.2,7,5.6,2.25,5,NA,NA,NA,NA,"Japanese"
37006139,5.8,7,2.4,NA,NA,NA,7.5,7.5,8.5,"Japanese"
37006154,6,8.5,4.2,NA,NA,NA,7.75,7.25,9.25,"Japanese"
37008672,6.6,6,4,NA,NA,NA,6.25,6.25,7.25,"Japanese"
38003555,6.4,5.25,7,NA,NA,NA,NA,NA,NA,"Japanese"
38004356,5.8,5,4.2,NA,NA,NA,6.75,6.75,7.75,"Japanese"
38004481,7,8,7.6,5.75,6.25,5.25,NA,NA,NA,"Japanese"
38012122,4,5.75,3.8,NA,NA,NA,7.5,7.5,9.5,"Japanese"
39009434,6,5.75,8,NA,NA,NA,NA,NA,NA,"Japanese"
40002586,5.2,7.25,4.8,NA,NA,NA,5.5,6,8.25,"Japanese"
40008609,7.8,8.5,9.4,NA,NA,NA,7,8.5,8,"Japanese"
40016141,7.4,6.75,7.4,6.5,6.25,5,NA,NA,NA,"Japanese"
41006841,NA,8,3,NA,NA,NA,8.75,8.25,9,"Japanese"
42006766,8.4,7.5,9,7,5.75,6.5,NA,NA,NA,"Japanese"
44000234,6.8,7,8.4,NA,NA,NA,9,9.25,9.5,"Japanese"
44001524,7.8,7.25,8,7.25,7.75,7.75,NA,NA,NA,"Japanese"
44005069,5.6,8.25,6.8,NA,NA,NA,8.25,8.25,8.75,"Japanese"
44006340,8.4,7.5,9,5.75,7,6.25,NA,NA,NA,"Japanese"
