"sbd","toan","ngu_van","ngoai_ngu","vat_li","hoa_hoc","sinh_hoc","lich_su","dia_li","gdcd","ma_ngoai_ngu"
15000770,8.2,9.25,8.4,NA,NA,NA,7,6.5,8.75,"Korean"
15004029,8.2,8.5,4.6,NA,NA,NA,7.5,8.25,8.25,"Korean"
15006792,7.8,9.75,6.6,NA,NA,NA,8.25,9.25,9.5,"Korean"
15007209,8.4,9.25,7.4,NA,NA,NA,8.25,9.25,9.25,"Korean"
15009224,8,9,6.4,NA,NA,NA,NA,NA,NA,"Korean"
15010087,8.4,8.75,6.6,8,4.5,6.25,NA,NA,NA,"Korean"
15013784,6.4,9.25,6.6,NA,NA,NA,6.75,8,8.25,"Korean"
16001285,8.6,7.75,6.4,NA,NA,NA,6.75,8.5,9,"Korean"
16001396,7.6,8.25,8.6,NA,NA,NA,8.75,9.25,9.75,"Korean"
16001573,7.6,9,8.8,NA,NA,NA,8.25,8.75,8.25,"Korean"
16001693,7,8.5,8,NA,NA,NA,7.75,7,8.25,"Korean"
16001848,7.2,7,4.4,5,5.75,5.25,NA,NA,NA,"Korean"
16001891,8,9,7.4,NA,NA,NA,9,8.5,9.75,"Korean"
16002003,6.4,8.5,8.6,NA,NA,NA,9.75,9,9.5,"Korean"
16002044,7.8,8.5,4.4,7,5.75,7.25,NA,NA,NA,"Korean"
16002113,8,8.5,9.4,NA,NA,NA,7.25,8,9,"Korean"
16002197,8.4,8.5,4.2,8.5,8.75,8,NA,NA,NA,"Korean"
16002275,9.4,8.5,6,7,7.5,6.25,NA,NA,NA,"Korean"
16002364,8.4,8.75,6,8,8.75,6.75,NA,NA,NA,"Korean"
16004931,7.4,9,6.8,NA,NA,NA,8.75,9.25,9.25,"Korean"
16008236,8.4,9.25,9.6,4.75,6.25,7.25,NA,NA,NA,"Korean"
16008782,8,8.5,7,NA,NA,NA,7.5,7.75,9.25,"Korean"
16010522,6.2,8.75,6.2,NA,NA,NA,9,9.25,10,"Korean"
16011026,7.4,7.5,3.2,NA,NA,NA,8.25,8.25,9,"Korean"
16011138,8.6,8.75,9.4,8.25,8.25,6.5,NA,NA,NA,"Korean"
16011366,6.6,8.75,6.6,NA,NA,NA,6.75,8.5,8.75,"Korean"
16011556,6.6,8,7.6,NA,NA,NA,8,8,9.5,"Korean"
16011723,6.6,7.25,8,NA,NA,NA,8,9,9,"Korean"
16013102,7,8.25,6.8,NA,NA,NA,8.5,8.5,9.75,"Korean"
16013213,8.2,7.75,9.8,5.75,5.75,6.75,NA,NA,NA,"Korean"
16014931,7,9.5,7.4,NA,NA,NA,8,9.5,9,"Korean"
16015063,7.4,9,8.2,NA,NA,NA,8.25,9.75,9.5,"Korean"
16015156,7.2,8.25,8.8,8.5,6,8,NA,NA,NA,"Korean"
17002312,7.4,7,3,6.5,5,6.25,NA,NA,NA,"Korean"
17002321,7.8,8.75,8.8,NA,NA,NA,NA,NA,NA,"Korean"
17003793,8.8,7.75,7.8,7.75,7.25,4.25,NA,NA,NA,"Korean"
17003978,5.6,7.25,5,NA,NA,NA,6,6,8,"Korean"
17004013,5.8,7.25,3,NA,NA,NA,5.75,7,8.75,"Korean"
17005672,7,8,5.4,NA,NA,NA,5.75,6.75,7,"Korean"
17007093,6.2,8.25,5.6,NA,NA,NA,6,7.75,8.75,"Korean"
17007536,5.8,7.5,6.6,NA,NA,NA,5.75,5.5,8,"Korean"
17013046,5,9,6.2,NA,NA,NA,5.75,6.75,7.75,"Korean"
17014076,7.6,8.25,8.2,NA,NA,NA,7.25,7,9,"Korean"
17014359,8.4,8,5.8,NA,NA,NA,8.5,8.25,8.5,"Korean"
17014575,6,8.25,6.2,NA,NA,NA,6.5,8.5,NA,"Korean"
17015869,5.6,9,3.6,NA,NA,NA,8.5,9,9.5,"Korean"
17016497,7.2,9.5,5.6,NA,NA,NA,9.25,9.75,10,"Korean"
18001041,6.2,8.75,6.6,NA,NA,NA,8.25,6.75,9,"Korean"
18001292,6.6,9.25,7.8,NA,NA,NA,8.25,7.25,8.75,"Korean"
18001425,8.2,7.5,5,NA,NA,NA,7.5,7.5,7.25,"Korean"
18003449,7,7.5,7,NA,NA,NA,8.25,7.75,9.5,"Korean"
18003457,7.4,6.25,3.8,6.5,5.25,6.75,NA,NA,NA,"Korean"
18005615,5.8,6.75,5.4,NA,NA,NA,7.25,7.75,9,"Korean"
18007784,7.4,7.5,6.6,NA,NA,NA,7,8.5,8.25,"Korean"
18009375,7.8,7.5,4.2,NA,NA,NA,7,7.5,9.25,"Korean"
18009532,7.6,6.5,6.2,8,6.5,6.5,NA,NA,NA,"Korean"
18009600,8,7.75,5.2,NA,NA,NA,7.25,8.5,8.75,"Korean"
18009943,5.6,7.75,4.6,NA,NA,NA,5.25,7.25,8.25,"Korean"
18010084,6.6,7.5,4.6,NA,NA,NA,6.75,7.75,8.25,"Korean"
18010656,8.4,8.5,8.6,NA,NA,NA,7.75,8.75,9.25,"Korean"
18011852,6.6,9,3.8,NA,NA,NA,8.5,8,9.75,"Korean"
18012063,7.2,7.75,4.2,NA,NA,NA,6.25,6.25,8.25,"Korean"
18012249,7.4,8.5,6.2,NA,NA,NA,8,7.5,10,"Korean"
18013583,6.8,8.75,6,NA,NA,NA,7.5,7.25,8.75,"Korean"
18013648,7,9,6.2,NA,NA,NA,8,9,9.5,"Korean"
18014606,8.2,9.25,8.6,NA,NA,NA,7.5,7.75,9.25,"Korean"
18014859,7.6,9,8.2,5.75,4.25,7.25,NA,NA,NA,"Korean"
18014916,7.2,9,4.8,NA,NA,NA,7.25,7,8.5,"Korean"
18014996,7.8,8,6,7.25,5,6.5,NA,NA,NA,"Korean"
18015013,6.4,9.25,4.4,NA,NA,NA,5.5,8.25,8.5,"Korean"
18015272,7.2,7.75,3.2,NA,NA,NA,7,8.25,9.25,"Korean"
18016011,7,8.5,7,NA,NA,NA,7,6.75,8.25,"Korean"
18016052,5.8,8.5,7,NA,NA,NA,6.5,8.5,9,"Korean"
18017092,7,8,6,NA,NA,NA,6,7,9.5,"Korean"
18017128,7,7.25,5,NA,NA,NA,7.75,8,8.25,"Korean"
18017459,6.8,8,4.4,5.75,4.5,4.75,NA,NA,NA,"Korean"
18017529,7.6,7,5.6,6.75,8.5,6.5,NA,NA,NA,"Korean"
18017591,7,7,4.6,5.75,5.75,5.5,NA,NA,NA,"Korean"
18017908,7,7.25,5.4,5.5,6.5,6.5,NA,NA,NA,"Korean"
18017930,7.6,7.75,6,NA,NA,NA,7.25,8.5,8,"Korean"
18017994,6.6,9.25,6.6,NA,NA,NA,7.75,7,9,"Korean"
18018144,6.8,7.75,3.6,NA,NA,NA,8,6.25,8.5,"Korean"
18018495,7.2,8.75,8.2,NA,NA,NA,9.25,7.25,9.5,"Korean"
18020097,7.6,8.75,7,NA,NA,NA,6.75,6.75,7.75,"Korean"
18020132,6.6,8.75,8,NA,NA,NA,6,7,9.5,"Korean"
18020308,7.8,8.25,8.8,NA,NA,NA,8.5,6.5,8.75,"Korean"
18020546,8,8,4.6,NA,NA,NA,6,7.5,8.5,"Korean"
18020760,5.2,8,5.2,NA,NA,NA,5.25,7.75,8.75,"Korean"
19000042,8.6,9,9.4,NA,NA,NA,8.75,8,8.75,"Korean"
19000195,8.6,9.75,9.4,NA,NA,NA,9.5,10,9.5,"Korean"
19000565,7.2,8.5,5.2,NA,NA,NA,8,7.25,7.75,"Korean"
19000701,8.2,9.5,6.6,NA,NA,NA,9,9.75,8.5,"Korean"
19000926,9,8.25,6,8.25,6,5.25,NA,NA,NA,"Korean"
19001444,6.4,8.25,6,NA,NA,NA,6.75,7.75,8.5,"Korean"
19002919,6,7.75,4,NA,NA,NA,8,8.5,9.25,"Korean"
19003807,8,8.75,3.8,NA,NA,NA,7,6.75,8.75,"Korean"
19003874,7,9.5,6.4,NA,NA,NA,7,6.5,8.75,"Korean"
19004233,8,8.75,8.2,5,5,6.25,NA,NA,NA,"Korean"
19004333,7.4,8.75,7,7.25,4.75,7.5,NA,NA,NA,"Korean"
19004771,8,8.5,6.4,7.25,7.75,6.75,NA,NA,NA,"Korean"
19004777,7.8,9.75,6,NA,NA,NA,7.25,7.5,9,"Korean"
19004895,7.4,9,3.6,6.75,7.75,6.5,NA,NA,NA,"Korean"
19004916,7.6,9,2.4,7.5,6.25,7.25,NA,NA,NA,"Korean"
19004969,7.8,9.75,5.4,NA,NA,NA,7,8.25,9.75,"Korean"
19004986,8,9.25,4,8.25,6.75,8,NA,NA,NA,"Korean"
19005255,7.6,8,3.4,7.25,8,6.5,NA,NA,NA,"Korean"
19005261,6.4,9.25,3,NA,NA,NA,8.75,7.5,9.25,"Korean"
19005262,6.6,7.5,4,NA,NA,NA,7,8.25,9,"Korean"
19005300,6.8,7,3.8,6,6,7.75,NA,NA,NA,"Korean"
19006024,6.8,7.5,5.8,NA,NA,NA,5.25,6.25,8.5,"Korean"
19006129,8,9.5,8,NA,NA,NA,8.25,6.75,9.5,"Korean"
19006358,7.6,9.75,6.4,NA,NA,NA,7.75,8.5,8,"Korean"
19006456,5.6,9,3.4,NA,NA,NA,4.5,5.75,7.25,"Korean"
19006583,7.6,8.75,5.6,NA,NA,NA,5.75,7.5,8,"Korean"
19007425,7.6,8.5,8.4,6.75,7.5,6,NA,NA,NA,"Korean"
19007626,7.6,8.75,7.2,6,4.25,4.5,NA,NA,NA,"Korean"
19007701,7.2,8.75,7.4,NA,NA,NA,7.75,8.75,9.25,"Korean"
19009026,8.2,9.25,8,NA,NA,NA,6.75,8,9.5,"Korean"
19009307,8.4,9.5,8.2,NA,NA,NA,7,8.5,9.5,"Korean"
19010420,7.8,8.5,7,8,7.25,6.5,NA,NA,NA,"Korean"
21000266,6.4,8.75,6.4,NA,NA,NA,8.25,8,9,"Korean"
21000593,6.6,8.25,6.8,NA,NA,NA,7.5,8,9.5,"Korean"
21002287,4,8.75,6.4,NA,NA,NA,5.25,8.75,9.25,"Korean"
21007737,7,8.75,9.6,NA,NA,NA,9.25,9,9.75,"Korean"
21008622,7.6,8.75,6,NA,NA,NA,7.5,9,9.75,"Korean"
21009029,6.4,8.75,6,NA,NA,NA,7.25,6.5,7.25,"Korean"
21011973,8,8.75,8.8,5.75,4,6.5,NA,NA,NA,"Korean"
21013446,7.8,9,9.6,NA,NA,NA,8.75,8.25,9,"Korean"
21013543,7.6,9,7,NA,NA,NA,8.25,8.75,9.25,"Korean"
21014182,6.2,8.75,5.8,NA,NA,NA,3,6.75,7.75,"Korean"
21015811,8.4,8.5,6.2,NA,NA,NA,6,6.5,9.5,"Korean"
21015841,7.4,7.5,8.4,NA,NA,NA,6.5,7.75,9.25,"Korean"
21016099,7.6,9.25,9.2,NA,NA,NA,7.25,7,9.5,"Korean"
21016249,6.6,7.75,4.4,NA,NA,NA,6,8,8.5,"Korean"
21021402,8.4,8.75,5.6,NA,NA,NA,8,8,8.75,"Korean"
21022753,7.8,9,9,NA,NA,NA,NA,NA,NA,"Korean"
22002489,5.6,7.5,4,NA,NA,NA,5.75,7.75,8.25,"Korean"
22007776,7,8.5,9.2,NA,NA,NA,7.5,7.5,9.25,"Korean"
22009488,5.6,7.25,4.2,NA,NA,NA,6.25,7,8.75,"Korean"
22010072,7,7.5,7,NA,NA,NA,7.75,8.25,7,"Korean"
22010836,7,7,6.2,NA,NA,NA,5.25,5.75,8.5,"Korean"
22012386,7.8,6.25,5.8,NA,NA,NA,5.75,7.25,7.5,"Korean"
22012837,6.6,7.5,5,NA,NA,NA,6.75,7.25,8,"Korean"
22014082,7.4,8,5.8,NA,NA,NA,7.25,7.5,7.5,"Korean"
22014282,5.4,8.25,3.6,NA,NA,NA,6.25,7,7.5,"Korean"
22014454,4.8,7,3.6,NA,NA,NA,5,7.75,9.25,"Korean"
22014597,7.6,8.75,6.6,NA,NA,NA,7.25,8.5,8.5,"Korean"
22014949,5.6,7.75,4.4,NA,NA,NA,6.75,6.5,8.25,"Korean"
22014971,7,7.25,8.6,NA,NA,NA,5.75,6,8.25,"Korean"
22015494,8.6,9,7.8,NA,NA,NA,7.75,7.25,8.75,"Korean"
22015629,8.6,8.75,8.6,NA,NA,NA,7.25,6.75,7.25,"Korean"
24000609,6.8,7.5,4.4,NA,NA,NA,7,7,8.75,"Korean"
24003541,7.4,9.25,6.4,NA,NA,NA,8.25,8.75,8,"Korean"
25001076,8.4,8.5,8.2,NA,NA,NA,9.25,8.75,9.25,"Korean"
26001956,8.6,8.5,9.2,NA,NA,NA,8,8.25,9.5,"Korean"
26002441,8.2,7.5,6.2,NA,NA,NA,5.75,7,8.5,"Korean"
26006236,6,8.25,3.2,NA,NA,NA,6,7.75,6.5,"Korean"
26006631,7.2,8,6,4.5,6.5,6.5,NA,NA,NA,"Korean"
26010807,6.2,8,2.2,4.25,6,6,NA,NA,NA,"Korean"
26012260,5.6,6.75,6.4,NA,NA,NA,7.5,7.25,8.75,"Korean"
26012326,7,7.25,7.2,NA,NA,NA,6,8,8,"Korean"
26020809,6.6,7.5,6,NA,NA,NA,5.25,7.75,8.5,"Korean"
27001481,5.4,8.75,6.6,NA,NA,NA,8.25,7.75,8.75,"Korean"
27002099,7.2,7,5.8,5.5,5.25,6,NA,NA,NA,"Korean"
27003016,7,9,7.6,NA,NA,NA,6.5,8.5,9.75,"Korean"
27003502,6,8.5,5,NA,NA,NA,6,7,8.5,"Korean"
27004476,5.8,8.25,6,NA,NA,NA,7.25,8,8.25,"Korean"
27004642,7.6,9.5,7.2,NA,NA,NA,8.5,9,8.5,"Korean"
27004840,6,9,4.8,NA,NA,NA,6.5,8.25,7.75,"Korean"
27005224,8.8,9,5.8,NA,NA,NA,8,8.75,9.5,"Korean"
27005228,5.8,8,5.4,NA,NA,NA,6.25,6,7.75,"Korean"
27006924,7.4,8.75,6.4,NA,NA,NA,7,7,8.75,"Korean"
27009316,8.4,8.5,7.4,NA,NA,NA,9,9.75,9.5,"Korean"
27011092,NA,8.5,5,NA,NA,NA,8.25,7.5,NA,"Korean"
28001202,7.2,8.5,8.6,NA,NA,NA,NA,NA,NA,"Korean"
28001864,6.6,8.5,5.4,NA,NA,NA,6.75,7.5,8.25,"Korean"
28001881,7.2,8.25,4.8,NA,NA,NA,7,8.25,10,"Korean"
28023417,6.6,8.75,4,NA,NA,NA,8.25,8,9.75,"Korean"
28024615,6.2,8,6.2,3.25,5.75,6.5,NA,NA,NA,"Korean"
28027109,7.2,9,6.2,NA,NA,NA,9.25,8.75,9.25,"Korean"
28030602,7.4,9,3.4,NA,NA,NA,6.25,8,8.5,"Korean"
28034676,6,9,7.8,5,2.75,6.75,NA,NA,NA,"Korean"
29000193,6,8.25,5.2,NA,NA,NA,8.25,6.5,7.75,"Korean"
29001401,6.2,8.75,2.4,NA,NA,NA,3.75,6.5,8,"Korean"
29001726,7.2,8.75,8,NA,NA,NA,7,7.25,8,"Korean"
29001820,5.4,8.5,8.2,NA,NA,NA,6.5,8,7,"Korean"
29009982,2.6,5,3.6,NA,NA,NA,5.5,8,6,"Korean"
29014203,7.8,9,9.4,7,6.75,7.25,NA,NA,NA,"Korean"
29020898,6.8,8.75,9.4,NA,NA,NA,5.75,7.5,7.5,"Korean"
29021004,6,8.5,5.6,NA,NA,NA,6.25,6.5,8.75,"Korean"
29025076,3.8,6.5,3,4,4.25,6,NA,NA,NA,"Korean"
29029486,7,8.5,5.4,NA,NA,NA,6.75,9,8.5,"Korean"
29030775,7,8,7,NA,NA,NA,8.25,7.75,9.5,"Korean"
29030943,7,9,7.4,4,4.5,5.75,NA,NA,NA,"Korean"
29032937,7.2,8.5,4.8,NA,NA,NA,8.5,8.75,7.75,"Korean"
29033196,6.8,9,5.2,NA,NA,NA,8.75,9.25,8.5,"Korean"
29033238,6.8,9.25,7.2,NA,NA,NA,6.75,6.5,8.75,"Korean"
29033520,7.6,8.75,2.8,NA,NA,NA,6,7.75,9.5,"Korean"
30014193,7.8,9.25,7,8,6.5,8.5,NA,NA,NA,"Korean"
31003252,6.4,8,8.6,NA,NA,NA,7,8.25,9.5,"Korean"
32007727,5.2,8.25,5,NA,NA,NA,8.75,8.5,9,"Korean"
34001536,5.8,7.25,5.2,NA,NA,NA,6.5,7.25,8.5,"Korean"
34002149,3.8,5.25,4.4,NA,NA,NA,6,6.25,7.75,"Korean"
34010183,7.4,9.5,8.2,NA,NA,NA,9.75,9.75,9,"Korean"
34012417,6.2,6,6.6,5.75,4.25,4.25,NA,NA,NA,"Korean"
34012526,6.6,7.25,3.2,NA,NA,NA,4.5,6.5,7.25,"Korean"
35004766,6,9,9.6,NA,NA,NA,9.75,9.5,8.5,"Korean"
35011980,5,7.75,6.6,NA,NA,NA,6.75,6.5,6.5,"Korean"
36000934,8.2,8.25,8.4,NA,NA,NA,6.75,8.25,8.5,"Korean"
37015846,6.4,6.5,6.2,NA,NA,NA,8.5,9.25,9.5,"Korean"
38004719,8.6,8.75,5.2,6.5,9.25,6,NA,NA,NA,"Korean"
38004768,6,5.5,2.8,3,6,5.5,NA,NA,NA,"Korean"
38005892,7.6,8.5,8.6,NA,NA,NA,NA,NA,NA,"Korean"
38011122,7.8,7,8,NA,NA,NA,NA,NA,NA,"Korean"
38014995,6,7.5,7,3.75,4.5,5,NA,NA,NA,"Korean"
40006851,7.4,7,5.2,NA,NA,NA,8.5,9,9.75,"Korean"
40007159,7,8,4.4,NA,NA,NA,6,8.25,9.25,"Korean"
40010132,7.2,8.5,5.8,NA,NA,NA,6.75,6.25,8.5,"Korean"
40013092,7.2,7.5,5.2,NA,NA,NA,5,7.25,8.25,"Korean"
40013320,4.2,4.5,3.8,NA,NA,NA,6.5,7,6.75,"Korean"
40013965,4.4,7.25,5,NA,NA,NA,6.75,7.5,9.5,"Korean"
40017751,8.4,8.25,6.6,NA,NA,NA,6.5,8.75,7.25,"Korean"
42001108,7.6,6,4,NA,NA,NA,6.5,7.75,9.25,"Korean"
42005640,6.6,7,8.6,NA,NA,NA,8,7.25,8.75,"Korean"
44010572,8.4,8.25,7.2,8,7.25,6.5,NA,NA,NA,"Korean"
44012326,7.6,8.5,6,6,6.25,4.75,NA,NA,NA,"Korean"
46000094,6,7,3.4,NA,NA,NA,6.75,7.75,9,"Korean"
46000702,6,8.5,5.2,NA,NA,NA,5.75,7,8.5,"Korean"
46007155,3.8,6.5,9,NA,NA,NA,5.75,6.75,8,"Korean"
48000701,5.6,6,4.2,NA,NA,NA,4,5,6.5,"Korean"
48004673,2.6,6,3.6,NA,NA,NA,4.75,6.5,NA,"Korean"
48008721,8,8,4.4,NA,NA,NA,5,7.25,9.25,"Korean"
48013371,7.8,8.75,8.2,5.5,4.25,6,NA,NA,NA,"Korean"
48013582,6.2,7.75,5.6,NA,NA,NA,6.5,8,8.25,"Korean"
48017473,6.6,8.5,9,NA,NA,NA,8.5,8.5,9,"Korean"
48021106,7.8,8.5,5.6,NA,NA,NA,5.5,7.5,7.25,"Korean"
48024465,8.2,6.75,5.6,5,8,8.25,NA,NA,NA,"Korean"
48028529,2.4,6.25,2.4,NA,NA,NA,6,6,4.75,"Korean"
48028549,7,7.25,4.6,NA,NA,NA,6,6.25,8.25,"Korean"
48028900,3.8,8.75,3.4,NA,NA,NA,9.75,7,8.5,"Korean"
49007018,8.8,7.25,8.6,NA,NA,NA,7,8.5,10,"Korean"
49009281,7,7.5,5.8,NA,NA,NA,7.75,8,9,"Korean"
50000078,8,8.25,6.8,7,6.25,6.75,NA,NA,NA,"Korean"
51015477,7.2,8.5,5.8,4.75,3.5,4.25,NA,NA,NA,"Korean"
52004697,6.8,7.25,7.2,6.25,6.75,6.5,NA,NA,NA,"Korean"
52005435,7.4,7.75,5.4,4.5,5.25,6.75,NA,NA,NA,"Korean"
52005455,5.6,7.25,6.4,NA,NA,NA,7.25,7.75,7.5,"Korean"
52006105,7.4,7.75,5.8,6,6.25,7,NA,NA,NA,"Korean"
52006432,8.4,7,7.2,8.5,7.25,7.75,NA,NA,NA,"Korean"
52008461,6.6,7.25,3.2,NA,NA,NA,7.75,7.25,NA,"Korean"
52009032,5.6,7.75,4.6,NA,NA,NA,7,7,8,"Korean"
52009419,6.6,7.5,5.8,3,4,5.25,NA,NA,NA,"Korean"
52009509,6.2,6.75,6,NA,NA,NA,5.5,7.25,8.5,"Korean"
52010492,8,6.5,6.6,NA,NA,NA,8.25,8.25,8.25,"Korean"
54011021,8.2,7.25,6.6,4.5,6.5,7.25,NA,NA,NA,"Korean"
55003679,7.2,6.5,6.4,NA,NA,NA,6.5,8,9.5,"Korean"
63004289,5.6,5.25,5.6,NA,NA,NA,5,5.25,5.25,"Korean"
63004296,5.8,6.5,4.4,NA,NA,NA,6,6.5,8,"Korean"
63004400,6.8,5,4.2,6,6,3.5,NA,NA,NA,"Korean"
63004406,3.4,4.75,2.8,NA,NA,NA,4.25,4.5,6,"Korean"
63004481,6.8,8.25,7.8,NA,NA,NA,6.25,8.5,9,"Korean"
63004676,6.2,4.25,3.6,3.25,3.5,4.5,NA,NA,NA,"Korean"
63007572,6.8,7,6.2,NA,NA,NA,6.75,8,9.25,"Korean"
63007644,7.4,7,6,7,7.5,6.5,NA,NA,NA,"Korean"
63007698,4.8,7.75,4,NA,NA,NA,6.25,8,8.25,"Korean"
